,ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height(cm),Width(cm)
25674,3753.0,Illustrated Book,06/10/1964,Y,28074,11.2,13.7
93243,1874.0,Drawing,08/10/2008,Y,127362,55.8,43.1
70858,2360.0,Print,10/01/1974,N,77868,45.2,34.9
55152,4330.0,Print,04/01/1973,N,60295,21.7,33.4
22044,1500.0,Illustrated Book,06/10/1964,N,24414,4.0,11.2
23205,1646.0,Illustrated Book,06/10/1964,N,25580,14.5,19.0
107155,101.0,Design,18/02/1943,N,163011,,
67957,4530.0,Print,28/10/1969,Y,74702,76.2,56.9
69812,5484.0,Print,10/10/1968,N,76701,48.4,35.8
10316,97.0,Illustrated Book,09/05/1975,N,12233,29.7,32.5
129168,922.0,Illustrated Book,06/12/1966,Y,404863,8.3,12.0
48073,3455.0,Photograph,16/01/1941,Y,52316,24.1,17.8
118388,48665.0,Print,27/10/2015,Y,199372,13.6,9.7
102060,39639.0,Sculpture,18/05/2011,N,147016,16.8,12.0
39155,229.0,Photograph,06/03/1968,N,42875,,
9598,738.0,Illustrated Book,22/05/1991,Y,11482,18.0,11.8
58602,4792.0,Print,03/05/1977,Y,64177,40.0,30.6
43069,5456.0,Photograph,07/03/1972,Y,46975,33.6,41.6
128128,30876.0,Drawing,04/04/2019,Y,299428,,
83287,5143.0,Drawing,10/05/2005,Y,97265,41.91008382,55.56261113
74742,5749.0,Photograph,16/01/1941,N,83149,20.1,15.2
32988,2839.0,Drawing,15/03/1983,Y,36145,76.2,56.1
53911,8501.0,Photograph,14/06/2001,Y,58534,32.4,24.2
42255,5623.0,Photograph,11/03/1982,Y,46116,20.3,25.6
57163,3130.0,Print,24/03/1949,Y,62549,14.6,9.7
104037,4488.0,Print,22/10/1970,Y,150878,36.4,25.4
119670,,Photograph,08/10/2008,N,201323,,
122213,6448.0,Print,30/03/2017,Y,219811,58.1,45.3
102744,5281.0,Print,16/05/2011,Y,148396,19.2,13.8
63667,4707.0,Print,11/05/1965,N,69845,24.9,17.7
108572,8087.0,Painting,06/02/2013,Y,165901,299.7205994,200.0254001
85006,7461.0,Installation,12/12/2005,Y,101479,,
111655,131745.0,Photograph,07/10/2010,N,174494,28.57505715,39.37007874
123970,69904.0,Architecture,12/02/2018,N,274526,30.0,42.0
91261,710.0,Print,08/10/2008,Y,119687,21.3,27.7
32728,175.0,Drawing,05/10/1972,Y,35811,50.1651,65.0876
45120,5685.0,Photograph,16/01/1941,N,49224,25.8,20.6
104457,2791.0,Print,12/03/2008,Y,152640,23.7,32.0
44020,2207.0,Photograph,20/06/1991,N,48015,126.8,90.0
69988,5795.0,Print,04/12/1969,N,76884,97.6,71.7
56570,3832.0,Print,30/01/1951,Y,61904,9.1,12.4
19315,4945.0,Illustrated Book,15/10/1959,Y,21670,34.8,45.0
80783,5030.0,Photograph,02/02/2017,Y,93622,49.27609855,61.97612395
37785,229.0,Photograph,06/03/1968,Y,41491,,
129634,8595.0,Photograph,,Y,405437,,
82719,28708.0,Drawing,10/05/2005,Y,96647,42.5451,33.6551
84936,6972.0,Print,18/01/1993,N,101378,9.0,67.8
94882,37664.0,Design,16/11/2009,Y,131262,2.55,
27909,5053.0,Illustrated Book,06/10/1964,N,30322,7.7,20.0
120282,3528.0,Print,22/10/1970,Y,203427,35.6,35.6
108186,4609.0,Illustrated Book,03/10/2012,N,165037,21.0,16.3
1348,1494.0,Design,20/05/1952,Y,2250,10.16,
47761,2972.0,Photograph,11/06/1998,N,51989,21.1,14.5
37267,229.0,Photograph,06/03/1968,Y,40972,17.6,22.5
106034,1547.0,Photograph,09/05/2012,Y,159169,100.9652019,89.53517907
108720,33825.0,Ephemera,07/02/2012,Y,166453,21.0,14.8
64583,4837.0,Print,29/09/1949,N,70899,27.9,37.0
104379,40628.0,Work on Paper,,N,152003,68.58013716,99.06019812
122207,6448.0,Print,30/03/2017,Y,219805,26.2,20.1
19555,665.0,Illustrated Book,06/10/1964,N,21910,7.0,15.5
46118,1831.0,Photograph,06/04/1965,Y,50284,39.0526,47.9426
25202,3697.0,Illustrated Book,06/10/1964,N,27598,37.8,16.5
114885,1777.0,Photograph,28/05/2015,Y,187243,24.4,19.2
65430,273.0,Print,05/04/1940,Y,71818,22.4,10.9
39570,229.0,Photograph,06/03/1968,Y,43332,,
68113,4677.0,Print,10/01/1974,N,74868,76.3,56.7
18597,542.0,Illustrated Book,06/10/1964,Y,20939,3.5,4.1
45973,3008.0,Photograph,07/11/1962,Y,50134,33.6,25.8
7883,689.0,Illustrated Book,19/01/1988,Y,9599,22.7,15.2
68200,5928.0,Print,13/12/1967,N,74963,51.2,36.4
26616,4016.0,Illustrated Book,06/10/1964,Y,29019,27.8,18.7
76394,1633.0,Drawing,10/10/1968,Y,85096,20.32,12.7
89773,710.0,Print,18/11/1999,Y,115694,75.8,55.4
67040,1412.0,Print,05/04/1940,Y,73637,25.4,22.9
26275,3832.0,Illustrated Book,06/10/1964,N,28678,15.0,16.3
23275,1646.0,Illustrated Book,06/10/1964,N,25650,15.9,18.5
92864,5799.0,Print,13/01/2009,Y,126057,19.6,14.6
121286,561.0,Photograph,02/02/2017,Y,215296,22.22504445,28.25755652
29215,6412.0,Illustrated Book,04/12/1979,Y,31638,26.7,16.7
122400,68036.0,Print,11/12/2017,N,220517,101.6002032,68.58013716
128328,,(not assigned),08/10/2008,N,394353,,
37166,229.0,Photograph,06/03/1968,N,40871,,
57686,1572.0,Print,05/04/1934,Y,63144,26.7,16.4
128223,5343.0,Illustrated Book,06/04/1954,Y,393132,27.0,35.7
98347,5403.0,Installation,08/10/2008,N,138090,10.3,15.3
44098,7823.0,Photograph,12/03/1998,Y,48094,30.5,46.0
49579,3926.0,Photograph,05/12/1984,Y,54029,35.5,27.6
47155,6399.0,Photograph,07/06/1990,N,51368,22.0,33.0
100655,1633.0,Print,09/11/1965,N,143583,48.0,37.2
17426,6453.0,Illustrated Book,28/10/1980,Y,19749,24.0,17.4
15726,1003.0,Illustrated Book,22/05/1969,N,17949,12.6,19.0
107977,7166.0,Mies van der Rohe Archive,,N,164580,24.76504953,92.07518415
4728,23390.0,Design,12/05/1943,N,6304,,
120135,49296.0,Frank Lloyd Wright Archive,,N,202919,30.48006096,22.86004572
73528,1114.0,Sculpture,14/10/1970,Y,81426,30.1,68.5
10687,873.0,Illustrated Book,04/06/1985,N,12612,35.0,85.0
76794,5735.0,Drawing,08/12/1939,Y,85531,33.0,30.7
22901,1646.0,Illustrated Book,06/10/1964,N,25275,4.2,8.7
10098,4515.0,Illustrated Book,30/05/1989,Y,12011,49.7,42.2
53258,2789.0,Photograph,10/11/1964,Y,57849,,
20730,1055.0,Illustrated Book,06/10/1964,N,23093,35.0,26.6
83777,6588.0,Drawing,10/05/2005,Y,97820,77.47015494,112.3952248
91313,710.0,Print,08/10/2008,N,119739,26.0,5.0
50202,6142.0,Photograph,30/11/1960,Y,54680,15.9,24.1
59623,710.0,Print,20/05/1992,Y,65313,17.5,12.3
73741,4016.0,Sculpture,08/12/1994,Y,81715,102.9,59.1
44788,1690.0,Photograph,22/05/1986,N,48840,28.9,44.3
126129,3592.0,Drawing,05/11/2018,Y,289200,23.17754636,30.48006096
106990,101.0,Design,18/02/1943,N,162846,,
126786,934.0,Print,05/11/2018,N,291473,32.3,28.6
36294,229.0,Photograph,06/03/1968,N,39999,,
5641,6624.0,Design,24/05/1951,Y,7281,73.0,52.0
59110,1807.0,Print,09/04/1963,N,64759,48.8,33.3
22441,5747.0,Illustrated Book,07/01/1964,N,24813,14.9,11.3
88138,8103.0,Architecture,05/06/2007,Y,109258,26.0351,51.4351
59406,1184.0,Print,23/04/1974,Y,65082,76.3,56.5
13471,1487.0,Illustrated Book,19/12/1958,N,15569,21.0,16.7
41462,3984.0,Photograph,24/02/1976,Y,45277,13.8,17.7
12235,3197.0,Print,23/04/1974,Y,14277,57.4,49.0
95048,5117.0,Print,08/10/2008,N,131531,11.4,7.5
81734,710.0,Drawing,10/05/2005,Y,95601,64.7701,149.8603
104884,32568.0,Drawing,14/02/2012,Y,154965,25.08255017,17.46253493
34994,5627.0,Drawing,11/12/1968,Y,38637,36.8,58.4
113582,47530.0,Audio,10/10/2013,Y,183970,12.4,12.4
51590,1000.0,Photograph,04/11/1943,Y,56129,19.3,28.9
56045,5000.0,Print,09/01/1962,Y,61277,13.8,22.1
95648,7032.0,Photograph,13/12/1990,Y,132536,20.3,25.4
57150,7841.0,Print,05/03/1998,Y,62535,45.0,31.7
27692,4840.0,Illustrated Book,06/10/1964,Y,30105,9.3,8.3
25198,3697.0,Illustrated Book,06/10/1964,N,27594,35.4,14.2
38398,229.0,Photograph,06/03/1968,Y,42105,,
128605,8595.0,Photograph,12/11/2019,N,400059,12.3,8.2
66952,1633.0,Print,09/11/1965,Y,73532,63.5,45.0
125330,6520.0,Illustrated Book,,N,283516,19.1,21.2
75986,710.0,Print,18/06/2008,Y,84650,59.7,37.8
47985,1777.0,Photograph,16/01/1941,Y,52226,47.2,35.3
19449,665.0,Illustrated Book,06/10/1964,N,21804,6.5,4.5
60199,4609.0,Print,07/10/1975,Y,65951,20.2,16.2
122471,36096.0,Drawing,21/03/2018,Y,220982,42.0,59.2
22711,1589.0,Illustrated Book,06/10/1964,N,25085,10.4,14.5
92158,4243.0,Video,08/10/2008,Y,122033,,
2560,4729.0,Design,30/11/1960,Y,3760,1.3,
65910,5889.0,Print,17/10/1978,Y,72368,33.5,22.9
103266,8059.0,Mies van der Rohe Archive,,N,149720,92.71018542,83.18516637
82625,22980.0,Drawing,10/05/2005,Y,96552,27.9401,35.5601
31995,6390.0,Drawing,17/04/1984,Y,34845,16.5,23.5
70309,21.0,Print,10/01/1974,Y,77247,56.9,76.4
59553,710.0,Print,20/05/1992,Y,65238,17.6,7.7
40738,2015.0,Photograph,,N,44534,16.5,22.9
105315,37719.0,Print,17/11/2009,N,155979,,
78284,1559.0,Print,02/07/1934,Y,87748,24.0,29.0
114941,1777.0,Photograph,28/05/2015,Y,187380,16.2,24.0
49729,6399.0,Photograph,11/06/1998,N,54186,22.2,33.3
101626,36415.0,Print,17/11/2009,Y,145854,101.1,70.1
87417,7166.0,Mies van der Rohe Archive,06/11/1974,N,106902,15.24003048,20.63754128
18414,511.0,Illustrated Book,06/10/1964,N,20756,23.7,16.9
72405,3832.0,Painting,15/06/1964,Y,79866,146.5,112.4
54589,1940.0,Print,18/01/1989,Y,59699,44.2,26.4
38062,229.0,Photograph,06/03/1968,Y,41768,,
17777,4488.0,Illustrated Book,07/10/1965,Y,20113,26.8,20.2
9920,3832.0,Illustrated Book,05/05/1982,N,11830,24.5,17.9
83055,7500.0,Drawing,10/05/2005,Y,97019,46.9901,57.7851
129193,74342.0,Photograph,,N,404893,152.4003048,152.4003048
91534,35501.0,Video,01/09/1984,Y,120238,,
12391,3569.0,Illustrated Book,24/01/2001,Y,14447,24.5,16.8
91225,710.0,Print,08/10/2008,Y,119651,17.7,13.8
85799,22983.0,Print,01/06/2006,N,103515,47.0,31.5
61758,1243.0,Print,25/10/1956,Y,67750,37.0,26.9
103925,710.0,Print,03/10/2012,N,150762,17.3,14.0
21783,1500.0,Illustrated Book,06/10/1964,Y,24152,2.0,15.1
107626,1633.0,Print,06/12/1966,N,164032,,
86546,4734.0,Drawing,12/12/2006,Y,105858,35.5601,27.9401
117289,41664.0,Print,03/06/2015,Y,195445,22.5,19.5
28331,5318.0,Illustrated Book,06/10/1964,N,30746,17.4,13.3
64094,96.0,Print,11/11/1997,Y,70359,36.8,35.2
75808,710.0,Print,18/06/2008,N,84471,25.0,10.1
90775,7901.0,Photograph,15/05/2008,Y,119006,99.69519939,141.6052832
33889,6261.0,Drawing,01/01/1941,N,37263,,
124612,8595.0,Photograph,26/10/2017,Y,277437,5.08001016,5.08001016
46704,5134.0,Photograph,07/06/1990,N,50892,7.8,7.8
117393,710.0,Print,02/03/2000,Y,195936,30.48006096,43.18008636
41752,5623.0,Photograph,04/03/1970,N,45587,12.7,8.8
113451,5634.0,Periodical,,Y,183766,37.5,27.5
69542,107.0,Print,10/10/1968,Y,76419,,
110835,34219.0,Photograph,09/05/2013,Y,171292,27.94005588,27.94005588
38213,229.0,Photograph,06/03/1968,Y,41919,,
37545,229.0,Photograph,06/03/1968,Y,41251,,
105906,8485.0,Photograph,09/05/2012,Y,157603,115.5702311,89.21767844
94884,631.0,Drawing,09/10/2007,Y,131272,34.29006858,24.76504953
16087,369.0,Illustrated Book,22/04/1959,N,18332,11.3,10.7
129947,132160.0,Photograph,07/10/2020,N,407423,25.4,22.5
94227,7166.0,Mies van der Rohe Archive,,Y,129180,15.24003048,21.59004318
28282,3389.0,Illustrated Book,24/01/2001,N,30697,16.4,12.2
40184,2002.0,Photograph,09/01/1992,N,43952,18.8,28.2
46988,3373.0,Photograph,15/06/1995,N,51187,19.3,24.1
65017,107.0,Print,17/10/1978,Y,71377,46.5,39.5
96705,8330.0,Illustrated Book,18/06/2008,N,135016,32.5,43.0
117630,5933.0,Drawing,03/06/2015,Y,196364,26.03505207,20.63754128
86174,2565.0,Design,17/03/1948,Y,104727,5.08001016,9.52501905
50353,60.0,Photograph,10/11/1971,N,54835,20.0,15.3
114521,4506.0,Photograph,09/10/2014,Y,185890,49.53009906,74.93014986
98270,,Print,08/10/2008,N,137885,58.2,46.0
130352,2374.0,Illustrated Book,06/10/1964,Y,416468,10.2,2.8
110255,41829.0,Print,07/02/2013,N,169471,,
6972,5293.0,Design,10/12/1999,Y,8658,22.2,14.3
3626,1677.0,Design,03/01/1945,Y,5103,76.2,49.2
39445,229.0,Photograph,06/03/1968,Y,43201,,
9039,2229.0,Illustrated Book,10/02/1977,Y,10807,16.5,21.8
14156,3842.0,Illustrated Book,12/06/1963,N,16302,27.7,37.5
120753,,Photograph,08/10/2008,N,205326,0.0,0.0
61443,6664.0,Print,19/12/1958,N,67382,25.6,32.7
69103,4718.0,Print,04/12/1969,N,75933,56.3,76.3
13980,5790.0,Illustrated Book,15/10/1986,N,16120,15.0,19.5
87596,7166.0,Mies van der Rohe Archive,,N,107190,,
69035,3296.0,Print,,Y,75865,35.3,41.5
120652,10328.0,Design,19/10/2015,Y,204823,9.842519685,19.0500381
110888,36781.0,Photograph,24/10/2013,Y,171716,43.2,38.5
88869,1000.0,Photograph,09/02/2009,Y,110936,35.8776,23.8125
68826,3864.0,Print,10/01/1974,Y,75639,33.3,32.3
51920,131.0,Photograph,14/12/1978,N,56464,26.9,37.1
96578,8383.0,Print,11/04/2007,Y,134885,44.76758954,61.59512319
32834,4858.0,Drawing,05/10/1972,Y,35936,,
10528,1492.0,Illustrated Book,09/05/1975,N,12448,5.9,4.3
31163,3130.0,Drawing,13/06/1935,Y,33873,25.08255017,35.24257049
117262,3111.0,Illustrated Book,03/06/2015,Y,195253,19.4,16.4
112970,8478.0,Illustrated Book,19/02/2014,N,180760,40.0,30.0
12319,5634.0,Illustrated Book,28/05/1997,Y,14365,,
81921,28606.0,Drawing,10/05/2005,Y,95797,31.7501,19.685
96951,35796.0,Print,08/10/2008,N,135450,27.8,21.5
108576,42816.0,Photograph,13/02/2013,Y,165930,110.01397,154.9403099
120462,6168.0,Architecture,10/06/2016,N,204217,24.13004826,16.51003302
45591,6399.0,Photograph,10/06/1999,N,49723,27.0,40.3
41099,6329.0,Photograph,06/01/1939,Y,44902,18.9,24.1
105972,1815.0,Illustrated Book,16/05/2011,Y,158420,12.5,22.3
32440,870.0,Drawing,11/10/1950,Y,35447,66.0,49.2
3179,1694.0,Design,01/01/1942,Y,4519,,66.0
28912,6165.0,Illustrated Book,06/10/1964,N,31330,21.1,13.9
102945,33825.0,Ephemera,07/02/2012,Y,149152,20.3,10.1
56789,710.0,Print,25/01/1994,Y,62141,80.8,60.0
20816,1055.0,Illustrated Book,06/10/1964,N,23179,37.1,28.5
77991,7166.0,Mies van der Rohe Archive,,N,87445,21.59,33.0201
25237,3697.0,Illustrated Book,06/10/1964,N,27634,9.8,8.5
100731,3528.0,Print,12/03/1996,Y,143700,43.8,31.8
123196,37145.0,Installation,02/10/2014,N,223539,,
24949,6624.0,Illustrated Book,06/10/1964,Y,27345,37.3,25.7
117626,5933.0,Drawing,03/06/2015,Y,196360,14.60502921,20.63754128
31747,6522.0,Drawing,07/05/1979,Y,34540,21.3,25.7
88177,32621.0,Photograph,10/05/2007,Y,109411,60.9601,76.2002
50310,4548.0,Photograph,09/01/1962,N,54792,61.3,58.6
15747,1003.0,Illustrated Book,22/05/1969,N,17970,28.0,21.2
124857,21398.0,Illustrated Book,,N,279800,19.1,21.4
45151,5791.0,Photograph,12/10/1989,Y,49258,23.0,18.8
8888,235.0,Illustrated Book,19/03/1956,N,10639,23.8,19.2
12639,4510.0,Illustrated Book,16/10/1991,N,14698,47.1,68.6
24287,3115.0,Illustrated Book,06/10/1964,Y,26669,6.4,7.9
72332,4529.0,Painting,11/05/1998,Y,79765,165.7,244.5
5504,4688.0,Design,22/10/1976,Y,7131,96.9,58.1
91297,710.0,Print,08/10/2008,Y,119723,25.1,30.0
126073,1962.0,Drawing,05/11/2018,Y,289046,22.54254509,13.01752604
129671,922.0,Illustrated Book,06/10/1964,Y,405474,20.0,22.0
118338,6889.0,Photograph,28/01/2016,N,199245,23.8,19.1
43535,1967.0,Photograph,13/05/1982,N,47522,9.0,5.7
122433,6115.0,Photograph,08/10/2008,N,220855,25.4,20.3
51635,5027.0,Photograph,08/12/1976,Y,56174,16.5,20.3
67692,1539.0,Print,04/12/1969,Y,74415,24.1,34.4
60792,335.0,Print,06/10/1948,Y,66608,25.0,35.9
104651,710.0,Print,,Y,153269,29.2,24.1
3486,3258.0,Design,11/04/1972,Y,4937,,
76204,3515.0,Drawing,05/11/1992,Y,84902,35.6,27.9
40374,684.0,Photograph,18/02/1943,N,44155,29.5,21.9
108890,32305.0,Work on Paper,04/02/2013,N,167042,101.6002032,76.2001524
37803,229.0,Photograph,06/03/1968,N,41509,,
112394,710.0,Illustrated Book,28/05/1997,Y,177950,21.0,12.7
121378,67347.0,Textile,29/03/2017,Y,215656,225.0,105.0
63304,4243.0,Print,18/11/1999,Y,69444,75.0,50.6
38370,229.0,Photograph,06/03/1968,Y,42077,,
108299,42457.0,Drawing,17/10/2012,Y,165241,49.8475997,64.77012954
56258,5303.0,Print,02/03/1959,Y,61515,35.5,51.2
31322,5039.0,Drawing,06/03/1962,Y,34056,27.3,35.6
77460,1633.0,Print,,Y,86537,54.8,40.0
50170,3373.0,Photograph,15/06/1995,Y,54648,18.8,21.6
45128,1398.0,Photograph,10/03/1964,Y,49232,17.1,25.4
125417,24409.0,Illustrated Book,,N,283825,,
6919,1122.0,Design,01/12/1969,Y,8602,60.96012192,91.44018288
47906,5145.0,Photograph,07/04/1953,N,52145,26.5,20.0
18267,511.0,Illustrated Book,06/10/1964,Y,20607,7.5,8.5
119112,7080.0,Print,27/10/2015,Y,200647,0.0,0.0
18441,511.0,Illustrated Book,06/10/1964,Y,20783,8.4,7.5
93706,3277.0,Multiple,08/10/2008,Y,128092,10.0,12.0
76846,6076.0,Drawing,06/10/1948,Y,85586,11.7,15.9
129861,1859.0,Print,04/06/2007,Y,407227,42.0,29.8
92087,710.0,Illustrated Book,02/06/2005,Y,121734,27.0,33.8
42493,3373.0,Photograph,05/04/1940,Y,46358,30.5,25.1
6160,8231.0,Design,10/12/1999,Y,7828,21.7,14.1
4138,1677.0,Design,12/05/1943,Y,5675,73.66014732,50.32385065
99008,36944.0,Drawing,08/10/2008,N,140415,5.71501143,16.51003302
98486,3528.0,Print,12/03/1996,Y,138913,26.0,19.7
8018,3831.0,Illustrated Book,19/01/1988,N,9736,25.0,15.5
16353,194.0,Illustrated Book,03/11/1966,N,18604,16.6,12.1
59808,4945.0,Print,23/04/1974,Y,65520,30.2,62.9
115588,47470.0,Design,04/06/2015,N,190202,,
83134,4671.0,Drawing,10/05/2005,Y,97099,99.7,69.9
101651,710.0,Print,06/10/2011,Y,146112,150.4,36.2
113315,5910.0,Periodical,,N,183630,27.5,18.2
25299,3697.0,Illustrated Book,06/10/1964,N,27696,13.6,10.2
16145,7477.0,Illustrated Book,11/11/1997,N,18392,20.0,12.6
86125,1652.0,Print,01/06/2006,Y,104366,48.1,64.0
63831,129.0,Print,08/10/1963,Y,70028,45.3,59.7
127200,74941.0,Video,07/11/2018,N,294475,,
2626,3424.0,Design,17/05/1983,Y,3831,6.985,
86624,31891.0,Work on Paper,01/07/2005,N,105940,149.2253,100.3302
69440,5471.0,Print,05/04/1940,N,76297,,
12348,6150.0,Illustrated Book,24/05/1951,N,14399,17.6,14.7
47577,4892.0,Photograph,16/10/1986,Y,51800,37.4,37.5
68147,5417.0,Print,10/01/1974,Y,74904,45.7,38.0
90787,7557.0,Sculpture,09/06/2008,Y,119038,40.0,61.0
70822,4849.0,Print,10/01/1974,N,77825,15.2,15.2
34094,527.0,Drawing,10/12/1963,Y,37503,98.4,64.1
5238,89.0,Design,22/11/1937,Y,6833,76.2,114.3
118565,49121.0,Print,27/10/2015,Y,199636,12.4,12.4
45395,895.0,Photograph,10/03/1964,Y,49515,27.3051,34.2901
80015,4363.0,Photograph,16/01/1941,Y,92472,39.5,49.0
37168,229.0,Photograph,06/03/1968,Y,40873,,
53136,2140.0,Photograph,13/12/1979,Y,57705,28.7,40.0
106016,41620.0,Film,08/02/2012,N,158852,,
65721,1633.0,Print,06/12/1966,N,72143,,
61749,4160.0,Print,25/10/1988,N,67739,54.6,36.2
42467,6338.0,Photograph,21/02/1975,Y,46332,19.5,15.0
15257,1547.0,Illustrated Book,10/11/1977,Y,17466,50.5,38.5
96164,649.0,Print,20/05/1999,N,133955,27.4,21.1
130090,131529.0,Architecture,04/11/2019,N,409412,33.0,46.0
112852,18701.0,Audio,08/10/2008,N,180276,0.0,0.0
102366,2286.0,Photograph,18/05/2011,Y,147710,19.5,24.3
62433,1974.0,Print,22/05/1978,Y,68503,61.3,66.4
112092,4787.0,Print,10/10/2013,Y,175631,19.0,17.7
52026,5392.0,Photograph,14/12/1995,Y,56571,19.1,24.0
84057,7041.0,Photograph,12/01/2005,Y,98292,24.0,19.0
40239,1777.0,Photograph,13/04/1933,Y,44011,10.7,16.1
15288,3281.0,Illustrated Book,10/11/1977,Y,17500,22.6,22.5
34239,5293.0,Drawing,18/10/1967,Y,37704,27.4,21.0
34480,5097.0,Drawing,27/10/1978,Y,38012,19.7,13.3
122694,41332.0,Drawing,18/10/2017,Y,222069,,
21579,1492.0,Illustrated Book,06/10/1964,N,23946,11.3,10.8
87334,7166.0,Mies van der Rohe Archive,06/11/1974,N,106817,106.0452121,83.18516637
47160,3373.0,Photograph,15/06/1995,N,51373,52.6,40.6
9028,1145.0,Print,05/03/1998,Y,10792,42.1,26.4
44491,3229.0,Photograph,14/05/1975,Y,48509,23.9,36.0
13679,5053.0,Illustrated Book,11/04/1967,N,15800,26.8,36.2
38628,229.0,Photograph,06/03/1968,Y,42335,,
15157,2923.0,Illustrated Book,22/05/1978,Y,17360,27.3,36.0
81239,1633.0,Print,09/11/1965,Y,94709,42.5,32.6
38806,229.0,Photograph,06/03/1968,Y,42514,,
108475,39882.0,Photograph,09/05/2013,Y,165720,42.5,32.5
77536,5486.0,Illustrated Book,11/11/1997,N,86645,15.0,7.2
49906,6399.0,Photograph,11/06/1998,N,54376,21.2,32.8
79035,7166.0,Mies van der Rohe Archive,,N,89128,28.5751,47.6251
117780,1911.0,Sculpture,05/10/2015,Y,197081,304.8006096,0.0
61843,6802.0,Print,11/09/1974,Y,67847,35.1,64.8
28016,5053.0,Illustrated Book,06/10/1964,Y,30430,6.0,20.0
46897,2729.0,Photograph,04/06/1974,Y,51096,26.7,26.7
119287,6459.0,Frank Lloyd Wright Archive,,N,200857,,
13137,3302.0,Illustrated Book,10/05/1966,N,15208,4.0,2.7
11328,23390.0,Illustrated Book,24/01/2001,Y,13290,35.6,26.5
118639,2134.0,Print,27/10/2015,Y,199777,20.0,15.0
123043,69770.0,Painting,12/12/2017,Y,222902,130.0,450.1
72011,5702.0,Painting,09/10/1984,Y,79349,305.4,428.0
7747,196.0,Illustrated Book,09/01/1986,N,9461,,
69627,4823.0,Print,07/01/1975,Y,76506,66.8,51.4
18783,542.0,Illustrated Book,06/10/1964,Y,21125,3.2,4.2
63844,3528.0,Print,07/10/1971,Y,70041,31.8,32.2
109184,710.0,Print,,Y,167555,38.4,28.89255779
111138,561.0,Photograph,24/10/2013,Y,172489,19.2,28.1
58747,934.0,Print,11/04/1967,N,64337,57.1,32.8
97123,5785.0,Photograph,12/05/2010,Y,135969,53.65760732,42.70383541
92315,28695.0,Print,12/11/2007,N,122614,29.6,42.0
92810,4609.0,Illustrated Book,06/10/1964,Y,125883,20.3,26.8
127464,41829.0,Illustrated Book,21/03/2018,N,297154,20.95504191,29.84505969
81730,25181.0,Drawing,10/05/2005,Y,95597,24.8,31.1151
61142,7917.0,Print,15/10/1986,Y,67033,,
54159,8632.0,Photograph,14/06/2001,Y,58783,17.1,21.9
95819,26770.0,Print,17/11/2009,Y,133063,9.8,10.0
107337,101.0,Design,18/02/1943,N,163193,,
98284,,Print,08/10/2008,N,137905,0.0,0.0
49806,2002.0,Photograph,13/11/1973,N,54270,17.1,24.6
100925,,Periodical,10/11/2010,N,144291,30.8,23.2
75618,710.0,Print,18/06/2008,Y,84272,21.2,15.9
69760,6274.0,Print,04/12/1969,N,76642,56.5,76.3
74886,8595.0,Photograph,10/11/1971,N,83355,18.1,23.8
100164,32424.0,Ephemera,,N,142477,27.94005588,21.59004318
5480,6534.0,Design,12/05/1964,Y,7100,97.1,67.3
47989,2105.0,Photograph,21/05/1969,Y,52231,30.5,20.9
119271,6459.0,Frank Lloyd Wright Archive,,N,200841,57.1501143,56.83261367
28091,5053.0,Illustrated Book,06/10/1964,N,30505,30.0,20.2
20185,1055.0,Illustrated Book,06/10/1964,N,22548,28.5,22.8
78367,3528.0,Print,14/05/1987,Y,87859,30.3,60.8
128429,131528.0,Design,04/11/2019,N,396740,23.5,28.0
39859,229.0,Photograph,06/03/1968,Y,43622,,
15800,4472.0,Illustrated Book,04/11/1992,N,18035,9.3,3.8
95620,37702.0,Print,19/11/2009,Y,132419,91.44018288,60.96012192
63953,4823.0,Print,10/11/1976,Y,70200,76.2,56.4
126736,7421.0,Architecture,15/10/2018,Y,291072,21.0,29.7
119613,6459.0,Frank Lloyd Wright Archive,,N,201185,30.48006096,45.72009144
11955,1198.0,Illustrated Book,07/11/1952,N,13988,17.9,11.0
94386,36415.0,Drawing,10/02/2010,Y,130383,15.24003048,22.86004572
115493,47269.0,Design,02/03/2015,Y,189438,31.43256287,31.11506223
26020,3832.0,Illustrated Book,06/10/1964,N,28423,27.1,21.5
115533,47372.0,Design,02/03/2015,Y,189690,31.11506223,31.11506223
66076,2372.0,Print,04/11/1943,Y,72557,19.8,15.1
90701,28803.0,Drawing,10/05/2005,Y,118665,57.1501143,68.58013716
124171,8595.0,Photograph,26/10/2017,Y,275337,5.08001016,5.08001016
77633,12501.0,Illustrated Book,20/11/2002,Y,86772,17.2,13.0
86487,31732.0,Print,07/03/2007,N,105748,137.1603,195.5804
103676,710.0,Print,07/02/2012,Y,150513,12.0,14.8
6987,23390.0,Design,10/12/1999,N,8673,29.5,21.1
114920,4506.0,Photograph,09/10/2014,N,187314,49.53009906,74.93014986
112862,6115.0,Audio,08/10/2008,N,180288,0.0,0.0
77632,5486.0,Illustrated Book,20/11/2002,Y,86767,17.1,22.2
27530,4609.0,Illustrated Book,06/10/1964,Y,29941,20.8,15.4
111706,8595.0,Photograph,07/10/2010,N,174546,14.60502921,20.32004064
105362,6011.0,Design,09/02/2012,Y,156042,87.63017526,59.05511811
118694,8595.0,Photograph,28/01/2016,Y,199835,36.0,27.4
