,ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height(cm),Width(cm)
49809,5656.0,Photograph,05/12/1984,Y,54273,34.3,43.2
41633,853.0,Photograph,10/03/1977,Y,45456,14.0,24.3
57625,6165.0,Print,24/05/1951,N,63075,30.2,24.5
84337,3528.0,Print,04/04/2002,Y,98986,72.0,91.1
24170,2756.0,Illustrated Book,06/10/1964,N,26550,3.7,2.7
54117,8632.0,Photograph,14/06/2001,Y,58741,19.2,23.8
114745,795.0,Drawing,27/10/2015,Y,186588,50.00635001,41.0
18136,511.0,Illustrated Book,06/10/1964,Y,20475,32.0,24.2
83775,28866.0,Drawing,10/05/2005,Y,97812,165.7353315,132.0803
5168,1125.0,Design,12/06/1963,Y,6763,85.4,60.3
17082,3923.0,Illustrated Book,29/09/1949,N,19384,12.9,13.7
112562,11663.0,Photograph,09/10/2014,Y,178892,13.7,8.2
102311,39781.0,Photograph,03/10/2011,Y,147528,100.0,80.0
37930,229.0,Photograph,06/03/1968,N,41636,,
115073,7166.0,Mies van der Rohe Archive,,N,187721,47.62509525,70.48514097
116666,5145.0,Photograph,28/05/2015,Y,193945,,
96866,756.0,Print,08/10/2008,N,135312,9.3,11.6
15462,3756.0,Illustrated Book,23/10/1990,Y,17682,21.3,15.3
21202,12501.0,Illustrated Book,24/01/2001,N,23566,17.0,12.9
49837,229.0,Photograph,07/08/1980,N,54303,24.0,18.0
45489,5267.0,Photograph,,Y,49613,24.0,18.2
124285,8595.0,Photograph,26/10/2017,Y,277110,5.08001016,5.08001016
117226,3111.0,Illustrated Book,03/06/2015,Y,195194,,
92866,1973.0,Print,13/01/2009,Y,126061,16.2,9.5
63212,4675.0,Print,22/05/1969,N,69342,30.2,22.9
99751,8595.0,Photograph,08/06/1989,Y,141580,41.0,33.0
115104,4022.0,Photograph,09/10/2014,Y,187756,46.0,49.6
5470,23390.0,Design,12/05/1943,N,7088,,
22157,1500.0,Illustrated Book,06/10/1964,N,24527,4.0,4.3
69161,4718.0,Print,04/12/1969,N,75991,24.4,18.1
46993,1430.0,Photograph,20/10/1938,N,51192,10.5,6.3
50816,506.0,Photograph,13/12/1990,Y,55325,27.3,77.2
103922,710.0,Print,03/10/2012,N,150759,20.0,15.2
13768,5469.0,Periodical,07/05/1952,Y,15891,23.4,33.3
114248,33046.0,Design,06/10/2014,Y,185301,19.0500381,19.0500381
91955,7817.0,Drawing,10/05/2005,Y,121323,27.94005588,43.18008636
103884,710.0,Print,03/10/2012,Y,150721,20.3,6.8
59429,3758.0,Print,08/05/1972,Y,65105,30.6,38.4
22616,1589.0,Illustrated Book,06/10/1964,N,24990,28.0,18.5
67481,129.0,Print,13/12/1967,Y,74140,55.3,72.2
89722,12753.0,Print,01/06/2006,N,115023,47.0,31.5
12280,23390.0,Print,24/01/2001,Y,14324,18.1,13.8
122761,,Photograph,,N,222228,0.0,0.0
21237,1364.0,Illustrated Book,06/10/1964,Y,23601,12.3,19.9
115184,45771.0,Print,02/10/2014,N,188080,67.5,48.0
107548,42366.0,Design,15/10/2012,Y,163891,8.89001778,
56238,3130.0,Print,06/04/1955,Y,61491,23.5,28.5
107210,101.0,Design,18/02/1943,N,163066,,
100183,7005.0,Sculpture,09/12/2010,Y,142649,,
102232,26770.0,Print,16/05/2011,Y,147224,10.5,9.9
89567,7824.0,Video,10/12/2007,Y,114696,,
13956,1145.0,Illustrated Book,15/10/1986,N,16086,65.0,100.0
16784,5997.0,Illustrated Book,03/11/1966,N,19081,37.0,28.5
1449,9259.0,Design,17/06/1947,Y,2379,,8.1
66820,1228.0,Print,05/04/1940,N,73385,20.1,11.3
113043,25983.0,Print,10/10/2013,Y,181215,37.2,43.5
97311,,Drawing,08/10/2008,N,136240,11.7,22.8
71269,4675.0,Painting,10/01/1968,Y,78376,76.3,61.6
22560,6077.0,Illustrated Book,06/10/1964,N,24933,23.2,7.0
19893,23390.0,Illustrated Book,24/01/2001,N,22255,18.2,12.5
60274,429.0,Print,24/05/1951,Y,66037,30.6,26.2
41317,757.0,Photograph,15/01/1986,Y,45128,24.1,19.0
81940,27427.0,Drawing,10/05/2005,Y,95816,15.9,36.8
99810,8595.0,Photograph,08/06/1989,Y,141639,41.0,33.0
106365,833.0,Photograph,06/06/2012,Y,160732,39.2,39.3
119609,6459.0,Frank Lloyd Wright Archive,,N,201181,30.48006096,45.72009144
10195,1084.0,Illustrated Book,29/12/1944,N,12111,14.2,18.6
41635,853.0,Photograph,10/03/1977,Y,45458,28.0,16.5
96930,,(not assigned),08/10/2008,N,135425,10.0,3.0
48653,3650.0,Photograph,15/10/1992,Y,52922,35.6,28.0
89200,,Work on Paper,,N,112113,139.7002794,198.1203962
121842,,Frank Lloyd Wright Archive,,N,216849,,
109356,7470.0,Architecture,03/06/2013,Y,168042,100.0,19.0
85047,2930.0,Print,14/05/1987,N,101539,59.5,90.0
108802,6339.0,Print,07/02/2013,Y,166570,19.9,15.2
121831,,Frank Lloyd Wright Archive,,N,216828,,
91599,6807.0,Video,15/09/1990,Y,120335,,
101978,36251.0,Installation,12/05/2011,Y,146927,225.0,
38076,229.0,Photograph,06/03/1968,N,41782,,
43076,6329.0,Photograph,10/05/1934,Y,46982,9.2,11.7
7993,647.0,Illustrated Book,09/01/1986,N,9711,61.9,44.5
5196,2697.0,Design,12/06/1963,Y,6791,127.6,90.1
23726,1975.0,Illustrated Book,06/10/1964,N,26101,8.6,6.6
101726,38839.0,Print,07/03/2011,Y,146434,68.5,53.2
45220,2002.0,Photograph,15/06/1995,N,49331,21.9,32.8
83601,5983.0,Drawing,10/05/2005,Y,97603,38.1001,31.11506223
102703,5281.0,Print,16/05/2011,Y,148355,9.9,11.6
79092,208.0,Photograph,13/05/2004,N,89210,34.1,36.4
53862,6329.0,Photograph,01/05/1968,Y,58483,19.4,24.4
8565,3832.0,Illustrated Book,04/01/1973,N,10306,2.7,3.1
54033,18660.0,Photograph,14/06/2001,Y,58656,22.4,34.7
54516,834.0,Print,18/01/1989,Y,59618,,
122423,2016.0,Print,30/03/2017,Y,220738,10.5,14.8
90246,6281.0,Video,12/03/2008,Y,118055,,
95532,21398.0,(not assigned),08/10/2008,N,132231,5.0,
108364,39882.0,Photograph,09/05/2013,Y,165422,12.0,17.8
121488,49682.0,Photograph,19/05/2016,N,215935,0.0,40.64008128
111245,4344.0,Print,10/10/2013,Y,173191,56.0,75.7
12088,1547.0,Illustrated Book,18/01/1983,N,14129,29.7,22.5
55694,3115.0,Print,15/05/1957,Y,60885,30.8,30.0
44883,8595.0,Photograph,14/05/1975,N,48972,16.0,28.0
6051,22953.0,Design,21/11/1951,Y,7708,114.3002,147.3203
114416,1533.0,Photograph,08/05/2014,N,185597,21.7487935,28.41630683
99812,8595.0,Photograph,08/06/1989,Y,141641,41.0,33.0
83131,4671.0,Drawing,10/05/2005,Y,97096,99.7,69.9
62959,3447.0,Print,29/09/1949,N,69071,36.7,31.3
100771,30910.0,Video,12/01/2011,Y,143764,,
81460,5098.0,Print,08/03/2005,Y,95170,34.2901,34.2901
43706,17697.0,Photograph,02/04/1974,N,47695,33.7,26.1
46534,60.0,Photograph,15/10/1981,N,50713,15.3,20.0
115926,30845.0,Photograph,08/04/2015,Y,192385,24.13004826,15.87503175
23152,1646.0,Illustrated Book,06/10/1964,N,25527,23.4,15.5
52581,7851.0,Photograph,09/11/1965,Y,57137,19.2,24.1
82508,19163.0,Drawing,10/05/2005,Y,96429,24.13,17.145
34358,4387.0,Drawing,18/12/1980,N,37839,17.1,17.1
106341,26651.0,Film,12/04/2012,N,160682,,
48410,2002.0,Photograph,12/10/2000,N,52671,16.5,24.8
38108,229.0,Photograph,06/03/1968,N,41814,,
117020,48289.0,Drawing,07/04/2016,Y,194466,76.2001524,57.46761494
66464,2770.0,Print,10/01/1974,N,72968,71.2,51.1
105524,2678.0,Print,17/10/1978,Y,156240,42.3,34.2
88053,32655.0,Design,05/06/2007,Y,109111,25.0826,36.1951
100634,1633.0,Print,09/11/1965,Y,143562,45.5,35.3
99532,8595.0,Photograph,07/10/2010,Y,141171,8.3,5.7
60554,205.0,Print,07/10/1985,Y,66351,74.8,53.8
5183,23390.0,Design,12/05/1943,N,6778,,
51485,3648.0,Photograph,08/12/1976,N,56013,22.3,18.8
26459,3832.0,Illustrated Book,06/10/1964,N,28862,25.1,19.0
124912,6520.0,Illustrated Book,,N,279855,19.1,21.4
107791,42466.0,Architecture,15/10/2012,Y,164201,86.36017272,71.12014224
109260,710.0,Illustrated Book,07/02/2012,Y,167748,43.0,30.0
73770,3537.0,Sculpture,12/01/1971,Y,81765,259.0805,
113084,,Photograph,08/10/2008,N,181775,0.0,0.0
26776,4514.0,Illustrated Book,06/10/1964,N,29179,16.6,14.4
96028,5053.0,Print,29/09/1949,Y,133631,,
30663,263.0,Drawing,09/01/1962,Y,33303,34.9,36.2
72018,4609.0,Painting,09/10/1956,Y,79357,20.3,20.3
23540,1750.0,Illustrated Book,06/10/1964,N,25915,35.7,24.2
92804,7166.0,Mies van der Rohe Archive,10/12/1963,Y,125862,20.9,29.8
67978,2221.0,Print,05/04/1940,Y,74723,23.1,15.6
125626,68281.0,Photograph,17/05/2018,Y,284364,20.32004064,25.4000508
43222,4192.0,Photograph,17/03/1937,N,47137,12.0,45.1
126571,35906.0,Video,07/11/2018,Y,290211,,
20680,1055.0,Illustrated Book,06/10/1964,N,23043,28.0,23.8
105671,33913.0,Print,06/10/2011,Y,156888,158.7503175,111.7602235
105756,630.0,Print,10/11/2010,Y,157007,55.0,45.0
2736,4233.0,Design,25/10/1956,N,3959,22.225,
107863,23308.0,Illustrated Book,24/01/2001,Y,164369,15.0,10.5
102747,5281.0,Print,16/05/2011,Y,148399,21.8,17.8
69296,3049.0,Print,04/12/1969,Y,76141,48.7,65.8
4940,4048.0,Design,15/11/1950,Y,6526,101.5,62.9
17837,11.0,Illustrated Book,06/10/1964,Y,20174,22.8,20.4
37343,229.0,Photograph,06/03/1968,Y,41048,,
25733,3782.0,Illustrated Book,06/10/1964,N,28133,20.7,15.9
50684,5517.0,Photograph,23/10/1980,Y,55181,38.2,38.3
49587,3926.0,Photograph,05/12/1984,Y,54037,35.5,27.6
72930,7967.0,Painting,06/12/1999,Y,80627,243.8,182.9
45760,803.0,Photograph,28/10/1982,Y,49906,13.9,9.8
59514,207.0,Print,07/10/1975,Y,65194,56.5,76.2
48541,336.0,Photograph,21/05/1969,Y,52810,25.6,35.9
17793,4488.0,Illustrated Book,07/10/1965,Y,20129,26.5,14.6
2930,5015.0,Design,16/12/1954,Y,4186,22.8,
32405,5366.0,Drawing,16/10/1947,Y,35402,58.4,79.7
71735,1280.0,Painting,07/04/1953,Y,78987,59.0,64.1
76160,1633.0,Print,,Y,84855,40.0,30.5
92648,7929.0,Print,12/11/2007,N,125338,28.0,21.4
74466,23056.0,Design,24/09/2001,Y,82741,1.27,12.065
32650,4840.0,Drawing,17/05/2000,Y,35721,17.8,25.4
110461,8470.0,Drawing,23/05/2013,Y,169890,149.5427991,143.510287
9152,1243.0,Illustrated Book,19/03/1956,Y,10937,29.0,23.0
57758,710.0,Print,02/05/1990,Y,63217,18.2,10.6
72438,3118.0,Painting,07/12/1992,Y,79918,199.4,129.9
67982,2221.0,Print,05/04/1940,Y,74727,25.2,20.0
792,34.0,Architecture,30/06/2000,Y,1009,38.1,76.2
43040,712.0,Photograph,02/04/1974,Y,46941,33.0,25.4
24624,3409.0,Illustrated Book,06/10/1964,N,27017,30.0,18.5
71798,1633.0,Painting,12/04/1966,Y,79071,99.7,81.0
30553,1873.0,Drawing,25/02/1999,Y,33179,43.8,59.7
62040,4474.0,Print,24/10/1973,Y,68074,50.0,35.1
108317,5409.0,Photograph,13/02/2013,Y,165370,43.18008636,55.24511049
83586,5933.0,Drawing,10/05/2005,Y,97588,26.9876,20.955
16146,1784.0,Illustrated Book,24/01/2001,N,18393,22.8,15.6
72079,3296.0,Painting,20/10/1938,Y,79437,127.6,102.2
76706,5821.0,Drawing,01/01/1942,Y,85443,51.5057,25.4001
117906,48907.0,Design,19/10/2015,Y,198411,29.84505969,20.95504191
81110,7639.0,Drawing,08/02/2005,Y,94508,153.0,187.9604
6491,4054.0,Design,10/12/1999,Y,8169,29.5,21.0
104491,2893.0,Print,12/03/2008,Y,152674,24.6,32.3
39577,229.0,Photograph,06/03/1968,Y,43339,,
25311,3697.0,Illustrated Book,06/10/1964,N,27708,10.0,10.0
69718,6274.0,Print,04/12/1969,N,76599,56.7,76.3
83199,4929.0,Drawing,10/05/2005,Y,97171,73.0251,71.1201
80446,2450.0,Print,09/02/1967,N,92981,,
125192,23308.0,Print,24/01/2001,Y,282603,23.7,18.5
38957,229.0,Photograph,06/03/1968,N,42665,,
121990,7166.0,Mies van der Rohe Archive,,Y,217765,71.75514351,85.09017018
119193,6459.0,Frank Lloyd Wright Archive,,N,200763,87.31267463,81.91516383
96899,756.0,Print,08/10/2008,Y,135371,8.0,9.1
114,2702.0,Architecture,16/05/1989,Y,171,52.1,103.5
125975,4716.0,Illustrated Book,23/05/2018,Y,288429,27.1,20.4
56300,4399.0,Print,10/02/1969,Y,61568,75.8,54.0
50255,5508.0,Photograph,17/12/1981,Y,54734,26.5,40.5
64282,4945.0,Print,08/10/1963,Y,70574,30.6,36.7
95719,6981.0,Photograph,07/06/1990,Y,132607,13.5,8.4
67205,1633.0,Print,09/11/1965,Y,73824,23.9,17.0
119117,7080.0,Print,27/10/2015,Y,200652,7.2,9.5
41899,5134.0,Photograph,09/01/1992,Y,45745,24.1,19.0
59559,1739.0,Print,07/11/1952,Y,65244,23.9,18.2
90158,6281.0,Video,15/05/1975,Y,117966,,
105619,33825.0,Ephemera,,Y,156691,16.6,11.7
71249,4607.0,Painting,12/01/1954,Y,78348,250.2,198.8
4149,3130.0,Design,04/04/1956,Y,5686,64.4,47.4
57353,5181.0,Print,05/03/1970,Y,62743,47.1,38.1
113354,5634.0,Periodical,,Y,183669,28.5,18.5
74725,5749.0,Photograph,16/01/1941,N,83113,13.8,20.2
87170,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106597,7.4613,10.4775
67698,1539.0,Print,04/12/1969,Y,74421,33.5,57.5
37041,229.0,Photograph,06/03/1968,Y,40746,,
54739,3542.0,Print,15/01/1987,Y,59855,71.6,85.1
60278,3537.0,Print,07/05/1963,Y,66041,63.7,49.0
20128,1055.0,Illustrated Book,06/10/1964,N,22491,21.4,27.8
84381,26617.0,Print,02/06/2005,Y,99346,58.0,36.3
114968,7166.0,Mies van der Rohe Archive,,N,187429,42.54508509,48.89509779
94259,37355.0,Film,12/05/2009,Y,129359,,
33373,8137.0,Drawing,21/10/1999,Y,36678,21.6,27.9
90768,4524.0,Design,06/02/2008,Y,118985,64.1351,85.0902
21728,1492.0,Illustrated Book,06/10/1964,N,24095,2.9,3.2
46189,1777.0,Photograph,07/05/1963,Y,50360,10.1,15.0
64433,3821.0,Print,10/01/1961,Y,70744,38.2,32.2
98384,4410.0,Sculpture,08/10/2008,N,138150,0.0,0.0
44944,8595.0,Photograph,14/05/1975,N,49035,7.0,7.5
30599,5366.0,Drawing,22/01/1952,Y,33237,101.6,66.0
43039,5456.0,Photograph,07/03/1972,Y,46940,48.3,36.8
129826,1859.0,Print,04/06/2007,Y,407192,42.0,29.8
100575,1633.0,Print,06/12/1966,N,143503,,
14255,1752.0,Illustrated Book,30/03/1971,N,16403,22.6,10.5
113576,38770.0,Audio,10/10/2013,Y,183959,31.11506223,31.43256287
126818,32031.0,Print,05/11/2018,Y,291965,47.9,57.0
124113,8595.0,Photograph,26/10/2017,Y,275278,5.08001016,5.08001016
68036,2221.0,Print,05/04/1940,Y,74781,12.6,7.5
113704,47764.0,Audio,10/10/2013,Y,184296,12.38252477,14.28752858
123162,,Audio,08/10/2008,N,223503,0.0,0.0
109990,41829.0,Print,07/02/2013,N,169206,,
5885,2700.0,Design,12/05/1943,Y,7541,124.6,91.2
104040,4488.0,Print,22/10/1970,Y,150881,24.1,35.7
47654,5925.0,Photograph,22/04/1959,Y,51878,34.5,35.1
128549,8595.0,Photograph,12/11/2019,N,400003,5.5,8.0
22134,1500.0,Illustrated Book,06/10/1964,N,24504,4.3,4.0
11037,5994.0,Illustrated Book,26/05/1960,N,12966,9.0,8.8
23141,1646.0,Illustrated Book,06/10/1964,N,25516,21.7,16.2
101576,8059.0,Mies van der Rohe Archive,,N,145416,34.92506985,53.02260605
46008,6317.0,Photograph,09/06/1977,N,50171,25.1,38.1
23576,3842.0,Illustrated Book,09/11/1965,N,25951,27.8,22.2
9007,2030.0,Illustrated Book,10/02/1977,Y,10771,91.5,
121303,4866.0,Photograph,02/02/2017,Y,215313,37.5,27.4
67165,2984.0,Print,04/12/1969,Y,73782,45.7,38.1
98864,8059.0,Mies van der Rohe Archive,,Y,139963,77.15265431,83.50266701
5790,6215.0,Design,17/05/1983,Y,7440,79.1,109.5
94835,398.0,Photograph,09/11/1965,N,131155,,
46493,7159.0,Photograph,25/10/1991,Y,50671,37.1,37.4
30782,6109.0,Drawing,24/01/1975,Y,33440,25.1,25.1
25277,3697.0,Illustrated Book,06/10/1964,N,27674,10.4,10.3
85471,30506.0,Photograph,11/05/2006,Y,102471,93.9802,139.7003
79971,2002.0,Photograph,11/05/2005,N,92289,38.0,37.4
73870,2231.0,Sculpture,07/12/1965,Y,81914,31.3,19.6
21172,1243.0,Illustrated Book,06/10/1964,Y,23536,13.4,23.3
76158,1633.0,Print,,Y,84853,47.0,35.0
40988,5006.0,Photograph,26/02/1981,Y,44791,14.0,20.9
21796,1500.0,Illustrated Book,06/10/1964,N,24166,3.9,4.0
116157,48048.0,Film,11/05/2015,Y,192733,,
115974,48041.0,Design,04/06/2015,N,192490,,
28715,5910.0,Illustrated Book,06/10/1964,N,31130,27.2,15.6
58486,4609.0,Print,24/03/1949,Y,64030,26.7,19.4
61157,1802.0,Print,25/02/1980,Y,67049,44.1,60.6
6803,5947.0,Design,10/12/1999,Y,8485,29.2,21.0
97581,1873.0,Multiple,08/10/2008,N,136655,3.7,11.3
97994,4310.0,Drawing,12/05/2010,Y,137379,88.9001778,66.04013208
51386,2002.0,Photograph,12/10/2000,Y,55908,16.4,24.6
129010,922.0,Illustrated Book,06/10/1964,Y,402183,8.9,10.6
26360,3832.0,Illustrated Book,06/10/1964,N,28763,39.0,24.3
42642,2002.0,Photograph,16/04/1987,N,46513,20.3,30.5
34603,625.0,Drawing,10/09/1985,Y,38182,75.6,105.4
84702,29656.0,Sculpture,06/10/2005,Y,100358,45.7201,13.97
95760,26770.0,Print,17/11/2009,Y,133004,12.4,11.6
58700,6246.0,Print,12/05/1970,Y,64287,91.8,91.6
94676,4114.0,Drawing,07/10/2009,Y,130842,27.94005588,21.59004318
68037,3711.0,Print,04/12/1969,Y,74782,47.0,34.5
35349,229.0,Photograph,06/03/1968,N,39052,,
17276,,Illustrated Book,29/09/1949,N,19592,3.0,8.2
128274,37145.0,Photograph,04/04/2019,N,393632,25.4000508,38.1000762
108291,2236.0,Print,03/10/2012,Y,165229,43.1,35.5
32078,5414.0,Drawing,04/04/1978,Y,34956,54.6,49.5
115857,47887.0,Sculpture,01/06/2015,Y,192064,63.0,39.0
27522,4609.0,Illustrated Book,06/10/1964,Y,29933,20.8,15.4
118019,8254.0,Design,19/10/2015,Y,198532,29.21005842,20.95504191
9460,6109.0,Illustrated Book,05/02/1968,N,11305,23.8,16.7
125976,4716.0,Illustrated Book,23/05/2018,Y,288430,27.1,20.4
96776,2007.0,Multiple,08/10/2008,Y,135191,11.6,13.0
93727,35728.0,Multiple,08/10/2008,Y,128115,10.0,12.0
44316,2453.0,Photograph,,Y,48320,18.5,23.7
77261,1940.0,Drawing,21/11/1989,Y,86287,35.2426,27.9401
14628,1866.0,Illustrated Book,22/10/1981,N,16801,57.0,46.3
19974,1055.0,Illustrated Book,06/10/1964,N,22336,16.5,10.8
87024,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106451,29.5276,20.955
38857,229.0,Photograph,06/03/1968,N,42565,,
74371,366.0,Print,13/11/2001,Y,82620,65.5,49.6
75562,4185.0,Painting,08/04/2002,Y,84185,200.9779,191.7704
96231,649.0,Print,20/05/1999,N,134022,27.4,21.1
1768,4543.0,Design,27/02/1978,Y,2792,14.3,3.8
44215,3150.0,Photograph,29/05/1985,N,48212,30.3,96.8
32376,3592.0,Drawing,13/06/1992,Y,35368,75.2,54.5
86969,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106396,29.6863,20.955
128992,922.0,Illustrated Book,06/10/1964,Y,402165,9.0,8.9
76886,1485.0,Drawing,10/11/1964,Y,85649,13.0,18.4
85205,4474.0,Print,10/01/1974,Y,101996,15.2,15.2
60116,3825.0,Print,10/01/1974,N,65859,82.2,52.4
94084,26770.0,Print,17/11/2009,Y,128923,11.8,11.9
113411,5634.0,Periodical,,Y,183726,37.5,27.5
67176,2558.0,Print,02/12/1943,Y,73794,55.0,33.0
91030,710.0,Print,08/10/2008,N,119455,18.0,14.3
49780,3373.0,Photograph,15/06/1995,N,54243,23.6,15.6
39807,229.0,Photograph,06/03/1968,Y,43570,,
109713,43434.0,Print,07/02/2013,Y,168839,43.8,28.7
65217,107.0,Print,17/10/1978,Y,71595,76.5,56.0
117502,41829.0,Print,,N,196155,,
65505,2400.0,Print,29/12/1942,Y,71903,49.8,49.3
91042,710.0,Print,08/10/2008,Y,119468,40.4,30.3
19785,879.0,Illustrated Book,06/10/1964,N,22146,12.2,16.5
111647,8595.0,Photograph,07/10/2010,N,174486,27.94005588,38.1000762
21735,1492.0,Illustrated Book,06/10/1964,N,24102,9.6,8.4
102242,26770.0,Print,16/05/2011,Y,147234,9.7,11.8
32444,1752.0,Drawing,12/11/1935,Y,35454,36.2,25.4
18554,511.0,Illustrated Book,06/10/1964,Y,20896,7.9,8.4
8483,3832.0,Illustrated Book,04/01/1973,N,10224,14.6,10.0
24502,3385.0,Illustrated Book,06/10/1964,N,26894,9.8,12.5
12879,6876.0,Illustrated Book,20/05/1992,N,14939,16.5,12.9
91328,710.0,Print,08/10/2008,Y,119754,31.0,32.3
88608,2582.0,Print,13/12/1961,Y,110328,16.0,17.6
31024,5488.0,Drawing,28/04/1981,Y,33723,65.4,102.6
45751,4315.0,Photograph,13/10/1988,Y,49896,19.5,24.5
37789,229.0,Photograph,06/03/1968,Y,41495,,
38355,229.0,Photograph,06/03/1968,Y,42062,,
78408,7166.0,Mies van der Rohe Archive,06/11/1974,Y,87913,15.2,20.6
94345,37325.0,Photograph,07/10/2009,Y,129914,31.4,47.0
69140,4675.0,Print,05/03/1970,Y,75970,48.5,42.1
104799,6220.0,Print,20/05/1999,Y,154517,20.1,13.8
127214,74941.0,Video,07/11/2018,N,294489,,
80372,34.0,Design,04/11/1943,Y,92879,66.0401,60.3251
23184,1646.0,Illustrated Book,06/10/1964,N,25559,20.1,14.7
1304,7077.0,Design,09/04/1996,Y,2201,124.5,121.9202
88985,6399.0,Photograph,11/10/2007,Y,111122,22.1,33.1
42427,3716.0,Photograph,16/01/1941,N,46290,29.8,23.2
120488,7679.0,Illustrated Book,07/04/2016,Y,204541,27.5,20.0
77105,3394.0,Photograph,13/06/2002,N,86030,23.9,34.3
50970,3373.0,Photograph,15/06/1995,Y,55483,39.9,46.0
41248,6327.0,Photograph,27/01/1942,Y,45055,19.0,24.4
93591,21398.0,Multiple,08/10/2008,Y,127937,10.0,12.0
44171,2578.0,Photograph,20/06/1991,N,48168,33.0,28.0
1631,1616.0,Design,22/04/1998,Y,2617,12.7,
124684,8595.0,Photograph,26/10/2017,Y,277509,5.08001016,5.08001016
110587,7166.0,Mies van der Rohe Archive,,Y,170114,20.95504191,29.21005842
1157,1249.0,Design,17/03/1948,Y,1993,6.985,
49668,1458.0,Photograph,17/12/1981,N,54121,28.3,28.4
57059,1911.0,Print,14/05/1987,N,62434,10.16002032,15.24003048
19621,7081.0,Illustrated Book,17/11/1993,Y,21980,,
8794,484.0,Illustrated Book,30/01/1953,N,10541,21.3,23.3
57265,5086.0,Print,05/03/1970,Y,62653,0.6,0.5
74199,7166.0,Architecture,01/01/1961,Y,82411,17.78,114.3002
90482,34915.0,Video,15/03/1999,Y,118402,,
70757,2801.0,Print,10/01/1974,N,77759,41.9,67.9
101745,38839.0,Print,07/03/2011,Y,146453,68.5,53.2
34585,5319.0,Drawing,28/10/1969,Y,38163,49.7,64.9
40693,416.0,Photograph,15/01/1986,Y,44487,29.7,29.3
55778,2098.0,Print,23/09/1934,Y,60978,20.5,35.5
95295,21398.0,Multiple,08/10/2008,Y,131883,10.0,12.0
113522,5143.0,Drawing,14/05/2014,N,183853,22.8,15.7
24474,5066.0,Illustrated Book,23/01/1979,N,26858,16.7,12.0
34394,317.0,Drawing,27/10/1978,Y,37888,50.48260097,70.16764034
32315,3542.0,Drawing,13/05/1992,Y,35284,77.2,119.4
23442,1739.0,Illustrated Book,06/10/1964,N,25817,14.7,21.1
52958,1690.0,Photograph,11/10/1979,N,57525,16.2,24.1
4856,23390.0,Design,12/05/1943,N,6437,,
41458,1777.0,Photograph,02/03/1971,Y,45273,18.8,24.1
36450,229.0,Photograph,06/03/1968,Y,40155,,
124578,8595.0,Photograph,26/10/2017,Y,277403,5.08001016,5.08001016
80684,1973.0,Photograph,02/10/2012,N,93443,50.0,35.5
27948,5053.0,Illustrated Book,06/10/1964,N,30361,15.4,20.0
112974,8478.0,Illustrated Book,19/02/2014,N,180764,40.0,30.0
34429,3723.0,Drawing,27/10/1978,Y,37939,100.0,69.8
91373,710.0,Print,08/10/2008,Y,119799,28.2,22.2
49998,2863.0,Photograph,13/11/1973,N,54469,53.3,43.2
10032,6643.0,Illustrated Book,22/01/1991,N,11943,42.8,28.0
3837,3020.0,Design,01/10/1936,Y,5346,63.5,25.4
49492,3373.0,Photograph,15/06/1995,N,53934,26.3,31.3
66260,2888.0,Print,04/11/1943,Y,72756,21.3,14.3
10968,279.0,Illustrated Book,04/06/1985,N,12896,19.9,6.9
17302,559.0,Illustrated Book,29/09/1949,Y,19619,31.8,30.2
85879,30955.0,Print,01/06/2006,N,103613,47.0,31.5
1068,8418.0,Design,19/01/2000,N,1858,24.2,14.0
78683,7166.0,Mies van der Rohe Archive,,Y,88280,15.24003048,21.59004318
83987,8595.0,Photograph,11/05/2005,Y,98174,7.9375,13.6525
37924,229.0,Photograph,06/03/1968,N,41630,,
92026,24409.0,Print,12/11/2007,N,121557,32.0,46.0
117730,2199.0,Print,27/10/2015,Y,197017,77.5,98.0
101773,7679.0,Drawing,12/05/2011,Y,146530,96.52019304,63.18262637
68265,62.0,Print,10/01/1974,Y,75030,40.0,71.1
76631,4942.0,Drawing,10/12/1941,Y,85366,41.5926,31.4326
97785,21398.0,(not assigned),08/10/2008,N,136953,0.0,0.0
62269,4707.0,Print,11/05/1965,N,68317,24.5,16.4
23259,1646.0,Illustrated Book,06/10/1964,N,25634,11.9,17.0
106901,5281.0,Print,22/05/2012,Y,162510,227.6,150.5
124531,8595.0,Photograph,26/10/2017,Y,277356,5.08001016,5.08001016
64854,4609.0,Print,21/11/1951,Y,71202,49.9,64.1
62237,3197.0,Print,22/01/1992,Y,68284,12.3,8.0
124461,8595.0,Photograph,26/10/2017,Y,277286,5.08001016,5.08001016
7997,1889.0,Illustrated Book,15/01/1987,N,9715,51.2,37.8
6541,5926.0,Design,30/11/1983,Y,8220,61.0,45.6
11501,4471.0,Illustrated Book,12/05/1970,N,13478,21.3,12.5
6244,5037.0,Design,30/10/1980,Y,7913,112.4,75.9
117652,4243.0,Print,27/10/2015,Y,196390,73.2,111.5
1391,9822.0,Design,17/06/1947,Y,2304,10.9,
1514,741.0,Design,04/12/1958,Y,2453,3.4925,
