,ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
11266,33214,Gregor Zivic,Austrian,Male,1965,0
6582,7440,Kazuo Kawasaki,Japanese,Male,1949,0
11879,35971,Frank Barkow,American,Male,1957,0
5077,5678,Marly Stone,American,Female,1944,0
9203,24048,Iurii Sadylenko,,Male,0,0
2840,3192,Gabriel Kohn,American,Male,1910,1975
10297,28821,Lyle Starr,American,Male,1962,0
7670,9035,"Fratelli Guzzini, Italy",,,0,0
2593,2920,Augustus John,British,Male,1878,1961
1402,1595,Heitor dos Prazeres,Brazilian,Male,1902,1966
4429,4958,Henry B. Robertson,American,Male,0,0
14534,67220,Moncler,Italian,,1952,0
15163,131916,Yente (Eugenia Crenovich),Argentine,female,1905,1990
7000,7967,Chris Ofili,British,Male,1968,0
8297,10652,"Sanka Oy Loviisa, Finland",,,0,0
3546,3966,Mielatz,American,Male,1864,1919
10238,28754,Simon Periton,British,Male,1964,0
14295,49109,inri,Japanese,Female,1973,0
467,540,Joseph Beuys,German,Male,1921,1986
614,706,Louis Bouquet,French,Male,1885,1952
2943,3313,Maximilian Kurzweil,Austrian,Male,1867,1916
5190,5804,Yves Tanguy,American,Male,1900,1955
13488,45973,The Living,,,0,0
2302,2595,Florence Henri,Swiss,Female,1893,1982
780,883,Edward Burra,British,Male,1905,1976
10628,30751,Patrick Jolley,Irish,Male,1965,2012
11235,33129,Barrett Lyon,American,Male,1978,0
13879,47615,Super Session,,,0,0
5275,5895,Shomei Tomatsu,Japanese,Male,1930,2012
12474,39273,Whitney Nolte,,,0,0
15038,74896,Unknown designer,Coptic,,0,0
7499,8563,Bob Jackson,American,Male,1934,0
8998,23308,Unknown Artists,,,0,0
4871,5454,David Alfaro Siqueiros,Mexican,Male,1896,1974
14741,68676,Andrzej Steinbach,German,,1983,0
3884,4352,Gunnel Nyman,Finnish,Male,1909,1948
586,674,Osvaldo Borda,Argentine,Male,1929,0
4324,4837,Bernard Reder,American,Male,1897,1963
6431,7173,Eric Paddock,American,Male,1954,0
13346,44718,Luchino Visconti,Italian,Male,1906,1976
11332,33915,Huma Bhabha,American,Female,1962,0
14035,48039,Jacqueline Yuan Quinn,American,Female,1990,0
3156,3547,Alphonse Liébert,French,Male,1827,1913
7888,9663,"Karhula Glassworks, Finland",,,0,0
4675,5238,Michael Schmidt,German,Male,1945,2014
6064,6768,Wolfgang Schlick,German,Male,0,0
10837,31065,Vectorama.org,,,0,0
13250,43916,José Antonio Attolini Lack,Mexican,Male,1931,2012
402,469,Luis Fernando Benedit,Argentine,Male,1937,2011
7741,9257,"Gerhardi & Co., Ludenscheid, Germany",,,0,0
943,1070,Walter Chappell,American,Male,1925,0
1306,1487,René Demeurisse,French,Male,1894,1962
5062,5660,Norman Stevens,British,Male,1937,1988
8103,10239,M. Katsuyoshi,,,0,0
2644,2973,Richard Kalvar,American,Male,1944,0
9741,27185,Stephen Metts,American,Male,1968,0
9459,25138,Philip Webb,British,Male,1831,1915
7542,8608,Rollins/Associated Press,Nationality unknown,,0,0
15058,75046,Gastón Solnicki,Argentine,Male,1978,0
6782,7664,John Claude White,British,Male,1853,1918
8945,22974,Mendell & Oberer,German,,1961,0
6947,7892,Wilfred Graf Schwerin Von Krosigk,American,Male,0,0
6643,7505,Koichi Yoshimura,Japanese,Male,1940,0
9022,23373,I. Mikhel'son,,,0,0
781,884,Alberto Burri,Italian,Male,1915,1995
8421,10980,"Synaptics Incorporated, San Jose, CA",American,,0,0
12414,38942,Peter Hassmann,,,0,0
4240,4744,Patrick Procktor,British,Male,1936,2003
4731,5295,Carlos Scliar,Brazilian,Male,1920,2001
9371,24557,Evgenii Nekrasov,,Male,0,0
12582,40218,Fito Doring,,,0,0
10518,29714,Benedetta Tagliabue,,,0,0
12258,38149,F. Ernest Jackson,British,Male,1872,1945
1816,2056,Zvi Gali,Israeli,Male,1924,1961
6213,6932,Priscilla T. Forthman,American,Female,1958,0
10263,28784,Riiko Sakkinen,Finnish,Male,1976,0
1154,1313,Henri-Edmond Cross,French,Male,1856,1910
4911,5495,Vincent Smith,American,Male,1929,2003
10511,29685,Juan Domingo Santos,Spanish,Male,1961,0
3420,3832,Henri Matisse,French,Male,1869,1954
673,769,Marcel Breuer,American,Male,1902,1981
12732,41165,Julius Kaufmann,German,,1885,0
11857,35875,Charles Martin,French,Male,1884,1934
3265,3665,Greg MacGregor,American,Male,0,0
4753,5318,André Dunoyer de Segonzac,French,Male,1884,1974
13100,42823,Milton Babbitt,,,0,0
888,1008,Pietro Cascella,Italian,Male,1921,0
11165,32794,Kenichiro Ina,Japanese,Male,1947,0
3612,4040,Alfred Keane Moe,American,Male,0,0
1282,1460,Howard Dearstyne,American,Male,1903,1978
6388,7126,Houston Conwill,American,Male,1947,2016
10857,31258,Luis Buñuel,Spanish,Male,1900,1983
13991,47904,G. Darré,,,0,0
13777,47217,Zacron (Richard Drew),British,Male,1943,2012
9167,23920,V. I. Ter-Pogosov,,,0,0
13897,47659,Ingram Marshall,,,0,0
11199,32993,Moritz Waldemeyer,German,Male,1974,0
14567,67442,Miodrag Živković,,,1928,0
4343,4858,Reinhoud (Reinhoud D'haese),Belgian,Male,1928,2007
11739,35535,Emi Segawa,Japanese,Female,1959,1982
11941,36686,Ron Costley,British,,0,0
4051,4535,Carl-Henning Pedersen,Danish,Male,1913,1993
3556,3976,Stephen R. Milanowski,American,Male,1953,0
10446,29439,Mangelos (Dimitrije Bašičević),Croatian,Male,1921,0
2712,3048,Ellsworth Kelly,American,Male,1923,2015
1056,1203,Alex Colville,Canadian,Male,1920,2013
7303,8321,Emmanuel Yevzerikhin,Russian,Male,1911,1984
14372,49504,Louise Despont,American,Female,1983,0
77,98,Beatrice Albert,American,Female,0,0
12292,38214,BIG-Bjarke Ingels Group,,,2005,0
5490,6140,Renzo Vespignani,Italian,Male,1924,2001
12703,40998,Gabriel Sierra,Colombian,Male,1975,0
3822,4279,Christopher Richard Wynne Nevinson,British,Male,1889,1946
2295,2586,Jean Hélion,French,Male,1904,1987
14382,49569,Basel Abbas,Palestinian,Male,1983,0
5131,5735,Léopold Survage,French,Male,1879,1968
7299,8317,Remedios Varo,Spanish,Female,1908,1963
11278,33278,Alejandro Xul Solar,Argentine,Male,1887,1963
3436,3848,Jan Matulka,American,Male,1890,1972
8943,22971,Laylah Ali,American,Female,1968,0
12796,41369,Margarete Kubicka,German,Female,1891,1984
14901,70053,Martin Margiela,Belgian,Male,1957,0
2869,3226,Lewis Kostiner,American,Male,1950,0
3935,4405,Eric H. Olson,Swedish,Male,1909,1986
10296,28820,Frances Stark,American,Female,1967,0
7376,8417,Harri Koskinen,Finnish,Male,1970,0
15101,75577,Paul Coldwell,British,Male,1952,0
4110,4600,Helen Phillips,American,Female,1913,1995
3001,3376,Ernst Langloh,German,Male,0,0
5720,6398,Geoff Winningham,American,Male,1943,0
7902,9702,"Heuer-Leonidas S.A., Bienne, Switzerland",,,0,0
489,565,Robert Birmelin,American,Male,1933,0
11263,33207,Jan Edler,German,,1970,0
14461,50004,Judith Lauand,Brazilian,Female,1922,0
10748,30968,Hans Küng,Swiss,Male,1928,0
4005,4488,Eduardo Paolozzi,British,Male,1924,2005
8009,10022,Stanley-Bostitch,American,,0,0
4598,5155,Juvenal Sansó,Spanish,Male,1929,0
7492,8553,Bruce Hoertel/The New York Times,American,Male,1923,0
8838,22676,Hendrik Van Keppel,American,Male,1914,1985
7242,8249,J. da Nobrega,Italian,,1945,0
11129,32686,Tom O'Sullivan,British,Male,1967,0
2478,2794,Paul Ickovic,American,Male,1944,0
439,512,Francis Bernard,French,Male,1900,1979
15044,74940,Amanda Williams,American,Female,1974,0
13401,45221,Xian Yeagan,,,0,0
3184,3577,Lobel,French,,0,0
13610,46539,The Mathworks,,,1984,0
13230,43693,Dave Theurer,American,Male,0,0
1937,2194,H. Glintenkamp,American,Male,1887,1946
726,826,William Brui,Israeli,Male,1946,0
14984,74653,José Rafael Moneo,Spanish,Male,1937,0
9758,27237,Victoria Sambunaris,American,Female,1964,0
9463,25189,Ernesto Neto,Brazilian,Male,1964,0
1217,1385,Nassos Daphnis,American,Male,1914,2010
9960,28216,Nomathemba Tana,South African,Female,1953,0
5423,6062,Gino Valle,Italian,Male,1923,2003
2086,2358,Jan Groover,American,Female,1943,2012
4967,5559,Eugene Speicher,American,Male,1883,1962
6869,7813,Clements,American,Male,0,0
13606,46534,Martyn Atkins,British,Male,1959,0
9691,27006,"Herman Goelitz Candy Company; now Jelly Belly Candy Company, USA",,,0,0
8451,11064,"The Richter & Phillips Co., Cincinatti, OH",American,,0,0
175,216,Avigdor Arikha,Romanian,Male,1929,2010
13706,46896,Alex Israel,American,Male,1982,0
4993,5587,A. H. Staf,American,,0,0
12829,41451,Jesus Barraza,,Male,0,0
13053,42627,Rabih Mroué,Lebanese,Male,1967,0
15167,131934,Nancy Ford Cones,American,Female,1869,1962
12740,41199,Maria Kipp,American,Female,1900,1988
6335,7070,Paula Scher,American,Female,1948,0
11855,35873,Clemens Weisshaar,German,Male,1977,0
1014,1156,Chuck Close,American,Male,1940,0
7654,9010,"Necchi, S.p.A., Pavia, Italy",,,0,0
12793,41345,Kader Attia,French,Male,1970,0
1391,1583,Don Donaghy,American,Male,1936,2008
9359,24529,Jean Moral,French,Male,1906,1999
14775,69474,Ana Maria Millan,Colombian,Female,1975,0
3236,3636,Norman Lundin,American,Male,1938,0
13548,46382,Miguel Ángel Salgado,Mexican,Male,0,0
9790,27463,"Vitsœ, London, England",,,1959,0
6593,7452,Arribas,Spanish,,0,0
110,139,Kunihiro Amano,Japanese,Male,0,0
6811,7694,Jay DeFeo,American,Female,1929,1989
14813,69743,Flaminio Bertoni,Italian,Male,1903,1964
9499,26078,Alex Gama,Brazilian,Male,1950,0
8881,22793,Patrick Kane,,Male,0,0
12836,41476,Lynne Sachs,American,Female,1961,0
9264,24246,V. Vorus'kii,,,0,0
2702,3035,Jerry Kearns,American,Male,1943,0
763,864,Willi Bunkowski,German,Male,1949,0
12997,42348,Felix Beltran,Cuban,Male,1938,0
12175,37851,Paul Lewis,American,Male,1966,0
9556,26361,Jesse Reiser,American,Male,1958,0
12564,39958,Nikolas Gambaroff,German,Male,1979,0
9595,26521,Louis Séeberger (Séeberger Frères),French,Male,1874,1946
275,329,Miquel Barcelo,Spanish,Male,1957,0
11092,32424,Stan VanDerBeek,American,Male,1927,1984
12489,39328,Heinrich Richter-Berlin,German,Male,1884,1981
898,1019,Herbert Carroll Cassill,American,Male,1928,0
5419,6058,James Valentine,British,Male,1815,1880
14058,48091,Euzhan Palcy,French,Female,1958,0
5717,6395,Princess Winifred,Nationality unknown,Female,0,0
13235,43705,Alain Huck,,Male,1957,0
14521,67100,Ali Tayar,American,Male,1959,2016
2775,3119,Toshiyuki Kita,Japanese,Male,1942,0
10667,30883,Nathan Coley,British,Male,1967,0
10410,29069,North Safety Products,American,,1973,0
3273,3673,Angus MacLise,American,Male,1938,1979
11449,34782,Lida Abdul,Afghan,Female,1973,0
12766,41286,Malcolm Garrett,British,Male,1956,0
9085,23602,Svetlov,,,0,0
2426,2735,Eikoh Hosoe,Japanese,Male,1933,0
4714,5278,Esti Schur,Israeli,Female,0,0
10969,31652,John Reekie,American,,0,0
686,783,René Brô,French,Male,1930,1987
13081,42747,Pablo Monterrey,,,0,0
10531,29743,Yukiyo Matsushita,Japanese,Female,1970,0
14637,67916,Buster Cleveland,American,Male,1943,1998
10684,30900,Daniel Egg,Austrian,Male,1973,0
14803,69641,Nairy Baghramian,German,Female,1971,0
12605,40428,Elliot Caplan,American,,0,0
3358,3763,Richard M. Margolis,American,Male,1943,0
1379,1569,Burhan Dogancay,Turkish,Male,1929,2013
10021,28498,The Pennsylvania State University,American,,1882,0
2160,2443,M. Hafelmaier,Swiss,,0,0
544,627,Peter Bodner,Nationality unknown,Male,0,0
14339,49275,Cecily Hoyt,American,Female,1946,0
12586,40304,Bob Sheff,American,,1945,0
7576,8643,Yerkes Observatory,,,0,0
13721,47016,Vivian Browne,American,Female,1929,1993
11821,35632,Tirtza Even,Israeli,Female,1963,0
7596,8676,Hugo Blomberg,Swedish,Male,1897,0
13465,45771,Nicolas Garcia Uriburu,Argentine,Male,1937,2016
10499,29640,Patricia Urquiola,Spanish,Female,1961,0
10307,28832,Josephine Taylor,American,Female,1977,0
9999,28394,Viking Life-Saving Equipment A/S,Danish,,1960,0
3833,4291,Herbert B. Nichols,American,Male,1907,1994
13635,46698,Prestige Records,,,1949,0
10943,31382,Yann Aussant,French,,0,0
12304,38245,Marcel Alocco,French,,1937,0
14364,49481,Barry Shils,American,Male,1956,0
12591,40383,Bill Rauhauser,American,Male,1918,2017
3150,3541,Ernst Lichtblau,American,Male,1883,1963
11163,32792,David Askevold,American,Male,1940,2008
10252,28770,Alessandro Raho,British,Male,1971,0
652,745,Brassaï (Gyula Halász),French,Male,1899,1984
14246,48852,A B Norna Hemslojd,Swedish,,0,0
6432,7174,John Pinderhughes,American,Male,1946,0
12253,38127,Jill Richards,,Female,0,0
9610,26608,Stan Brakhage,American,Male,1933,2003
13792,47257,Gary Anderson,American,Male,1947,0
12687,40883,Willem Breuker,Dutch,Male,1944,2010
9464,25190,Chloe Piene,American,Female,1972,0
11994,36958,James Tenney,American,Male,1934,2006
10264,28785,Hiroe Saeki,Japanese,Female,1978,0
12903,41873,Frank Oz,British,Male,1944,0
762,863,Louis Bunce,American,Male,1907,1983
4707,5271,Georg Schrimpf,German,Male,1889,1938
11627,35082,Gilda Mantilla,Peruvian,Female,1967,0
153,188,Sibyl Anikeef,American,Female,1896,1996
2023,2287,Robert Graham,American,Male,1938,2008
4665,5228,Georg Schmid,Austrian,Male,1928,0
1296,1475,Jack Delano,American,Male,1914,1997
2950,3320,Paul Kwilecki,American,Male,1928,0
6798,7680,Michael Joaquin Grey,American,Male,1961,0
607,699,René Robert Bouché,American,Male,1905,1963
12048,37166,Black Flag,,,0,0
11381,34418,Louis-Jacques-Mandé Daguerre,French,Male,1787,1851
14079,48174,Sir Cedric Lockwood Morris,British,Male,1889,1982
700,798,James Brooks,American,Male,1906,1992
11776,35577,Michelle Parkerson,American,Female,0,0
5157,5766,Fernando Szyszlo,Peruvian,Male,1925,0
1044,1189,Leo Collins,American,Male,0,0
4433,4965,Walter Robinson,American,Male,1950,0
13775,47214,Lieko Shiga,Japanese,Female,1980,0
1476,1679,Karl Edelman,American,Male,0,0
7526,8592,Cal Osbon,American,Male,0,0
7912,9725,"Sears Roebuck Co., USA",,,0,0
7626,8805,Rafael Viñoly Architects,American,,0,0
366,430,Francis Bedford,British,Male,1816,1894
2233,2521,Marsden Hartley,American,Male,1877,1943
5094,5696,Jonathan W. Strong,American,Male,0,0
2257,2546,Ashley Havinden,British,Male,1903,1973
127,160,Karin Schou Andersen,Danish,Female,1953,0
2895,3256,Ferdinand Kriwet,German,Male,1942,0
368,432,Jan Bontjes van Beek,German,Male,1899,1969
6012,6712,V. Prouvé,French,Male,1858,1943
6372,7109,Will Sales,American,Male,1928,0
5400,6039,Graziella Urbinati,Italian,Female,1927,0
11370,34303,Sigalit Landau,Israeli,Female,1969,0
12,27,Erik Gunnar Asplund,Swedish,Male,1885,1940
1898,2148,Jill Giegerich,American,Female,1952,0
207,251,David Avison,American,Male,0,0
2960,3331,Joseph Lacasse,French,Male,1894,1975
9609,26607,Fred Wilson,American,Male,1954,0
3902,4371,Miguel Ocampo,Argentine,Male,1922,0
9500,26079,Yun-Fei Ji,Chinese,Male,1963,0
4349,4865,Emilio J. Renart,Argentine,Male,1925,1991
3887,4355,Hugh O'Donnell,British,Male,1950,0
14684,68086,"Fiat S.p.A., Turin, Italy",,,1899,0
12879,41796,Alice Elliott,American,Female,1946,0
15060,75052,Uzi Parnes,American,Male,1954,0
1037,1182,Glenn O. Coleman,American,Male,1887,1932
3115,3502,Gerd Leufert,Venezuelan,Male,1914,1998
119,150,Francisco Amighetti Ruiz,Costa Rican,Male,1907,1998
3583,4006,Thomas Minkler,American,Male,1933,1994
11405,34542,Martin Bruch,Austrian,Male,1961,0
10283,28806,Andreas Siekmann,German,Male,1961,0
15181,132160,Victoria Cabezas,American,Female,1950,0
1090,1242,E. M. Cordier,German,Male,1903,1974
10268,28789,Yehudit Sasportas,Israeli,Female,1969,0
7839,9529,"Chas. D. Briddell, Inc., Crisfield, MD",,,0,0
7171,8175,Jeroen Thomas,Dutch,Male,1952,0
644,737,Emile Branchard,American,Male,1881,1938
14275,48936,Deborah Sussman,American,Female,1931,2014
9544,26271,Vladimir Borissovitch Yankilevsky,Russian,,1938,0
8579,12608,David Lougée,French,Male,0,0
10616,30665,"Kvadrat, Ebeltoft, Denmark",,,1965,0
227,273,Peggy Bacon,American,Female,1895,1987
6915,7860,Jari Tirkkonen,Finnish,,1965,0
13781,47230,Peter Zumthor,Swiss,Male,1943,0
6926,7871,Marvin Brown,American,Male,1943,0
2596,2923,Jasper Johns,American,Male,1930,0
6874,7818,Vik Muniz,Brazilian,Male,1961,0
2217,2504,David Hare,American,Male,1917,1992
12121,37601,Bo Welch,,,0,0
14013,47962,Kees Wagenaars,Dutch,male,1961,0
9989,28353,Twan Verdonck,Dutch,Male,1979,0
2318,2616,Jacques Hérold,Romanian,Male,1910,1991
14371,49499,Amilcar de Castro,Brazilian,Male,1920,2002
14419,49721,Sur Rodney (Sur),Canadian,Male,1954,0
10368,28931,Erika Gerzsenyi,American,,1972,0
7591,8659,Tom Wood,British,Male,1951,0
9333,24470,Imre Kinszki,Hungarian,Male,1901,1945
9502,26097,Kim Young Jin,Korean,Male,1965,0
4875,5458,Vasily Yakovlovich Sitnikov,Russian,Male,1915,1987
10157,28669,Jun Iseyama,Japanese,Female,1975,0
2521,2843,Johannes Itten,Swiss,Male,1888,1967
1907,2161,Sam Gilliam,American,Male,1933,0
12079,37338,Stephan Van Dam,American,Male,1959,0
12083,37361,Louisa Hutton,British,Female,1957,0
6757,7637,Paul McCarthy,American,Male,1945,0
9187,23996,Vladimir Favorskii,,Male,0,0
4012,4495,Jean-Luc Parant,Tunisian,Male,0,0
4103,4593,Wilfred Pezold,German,Male,1934,0
2059,2328,Vittorio Gregotti,Italian,Male,1927,0
5020,5617,Vernon P. Steele,American,Male,0,0
7844,9555,"Technics, Secaucus, NJ",,,0,0
6126,6831,Don Rodan,American,Male,1950,0
11101,32472,Experimental Jetset,Dutch,,1997,0
1811,2051,Vasudeo S. Gaitonde,Indian,Male,1924,2001
9966,28229,Naúl Ojeda,American,Male,1939,2002
8456,11073,"Valsts Electro-Techniska Fabrika, Riga, Latvia",,,0,0
12570,40029,Zenon Januszewski,Polish,Male,1929,1983
11632,35129,"Bialetti Industrie Sp.A., Italy",,,1919,0
2989,3364,Richard W. Landis,American,Male,1931,0
7700,9139,"R.E.M. di Rossetti Enrico, Italy",,,0,0
3867,4332,Wim Noordhoek,Nationality unknown,,0,0
8886,22799,Development and Resource Corp.,,,0,0
84,106,Alan Aldridge,British,Male,1943,0
14465,50011,Antonieta Sosa,Venezuelan,Female,1940,0
4869,5452,Mitchell Siporin,American,Male,1910,1976
6051,6755,Dennis Burton,Canadian,Male,0,0
5806,6491,John Yang,American,Male,1933,0
8313,10702,"Theodore Müller, Belgium/Germany",,,0,0
12262,38170,"United Democratic Front (UDF), South Africa",,,1983,1991
13310,44518,Adam Yarinsky,American,Male,1962,0
6382,7119,Mike Glier,American,Male,1953,0
4502,5045,Michael Rothenstein,British,Male,0,0
4001,4483,Otto Pankok,German,Male,1893,1966
1319,1501,Co Derr,Swedish,Male,1921,2011
3239,3639,Francois Lunven,French,Male,1942,1971
1571,1791,Ekkehard Fahr,German,Male,1934,0
9973,28274,Designskolen Kolding,Danish,,1967,0
11083,32356,Marlon Riggs,American,Male,1957,1994
9065,23516,Volodymyr Bobryts'kyi,,Male,0,0
12963,42187,"NanaOn-Sha Co., Ltd.",,,1993,0
298,355,Ruodi Barth,Swiss,Male,1921,1999
1057,1204,Franklin Colvin,American,Male,0,0
12757,41264,Karl Otten,German,Male,1889,1963
7071,8050,Marlene Streeruwitz,Austrian,Female,1950,0
6383,7120,Alexander Kosolopov,Russian,Male,1943,0
4677,5240,Wolfgang Schmidt,German,Male,1930,0
10823,31049,Isa Stech,,,0,0
5499,6151,Constance Brenner Vieira Da Cunha,American,Female,1943,0
2019,2282,David Marshall Graham,American,Male,1952,0
3513,3930,Roberto Menghi,Italian,Male,1920,0
2826,3176,Robert Kobayashi,American,Male,1925,2015
14498,62765,Mieczysław Szczuka,Polish,Male,1898,1927
8519,11341,C. Tereshkovitch,,,0,0
1010,1151,Charles Clifford,British,Male,1819,1863
12666,40841,Adele Röder,German,Female,1980,0
1917,2171,John Giorno,American,Male,1936,2019
9749,27195,Erik Saxon,American,Male,1941,0
1028,1173,Barry Cohen,American,Male,1934,1990
10453,29509,Stacy Benjamin,American,Female,1970,0
3912,4382,Hajime Ohigashi,Japanese,Female,0,0
2756,3099,Risaburo Kimura,Japanese,Male,1924,0
4442,4978,Auguste Rodin,French,Male,1840,1917
5909,6604,John Button,American,Male,1930,1982
10216,28731,J.P. Munro,American,Male,1975,0
4694,5258,Fritz Scholder,American,Male,1937,2005
13551,46386,James Shaw,British,Male,0,0
4201,4702,Katherine Porter,American,Female,1941,0
1429,1625,Sally Hazelet Drummond,American,Female,1924,0
165,203,Karel Appel,Dutch,Male,1921,2006
11547,34885,Olga Stolpovskaya,Russian,Female,1969,0
4309,4820,Marc Ratliff,American,Male,0,0
11948,36727,Karl Jacob Hirsch,German,Male,1892,1952
11743,35540,Keigo Yamamoto,Japanese,Male,1936,0
12296,38227,Judy Seidman,American,Female,0,0
8236,10507,"Transcriptors, Ltd., New York",,,0,0
7228,8235,R. Schwarzkopf,Nationality unknown,,0,0
13165,43302,Frank Trowbridge,American,,1941,0
12145,37679,Raymond Jacobs,American,Male,1923,1993
5273,5893,Hans Tollin,Swedish,Male,1947,0
12138,37662,Bemis Balkind,,,0,0
8161,10331,"H.P. Designs, The Netherlands",,,0,0
1549,1763,Reed Estabrook,American,Male,1944,0
868,982,Anthony Caro,British,Male,1924,2013
7684,9084,"Treitel-Gratz Co., Inc., New York, NY",,,0,0
3651,4085,Mattia Moreni,Italian,Female,1920,0
7264,8273,Josef Flejšar,Czech,Male,1922,2010
13617,46581,Kevin Beasley,American,Male,1985,0
13662,46785,Rolling Stones Records,,,1970,0
14296,49116,Juan Andralis,,Male,0,0
10547,29971,Slater Bradley,American,Male,1975,0
703,801,Harry Brorby,American,Male,1927,2012
15188,132372,Cara Romero,Native American,Female,1977,0
616,708,Émile-Antoine Bourdelle,French,Male,1861,1929
5542,6200,Ludwig Wachlmeier (or Aloys Ludwig Wach),Austrian,Male,1892,1940
11877,35954,One Off Ltd.,,,0,0
13819,47328,Simon Posthuma,Dutch,Male,0,0
12820,41432,W. Doessler,,,0,0
364,428,Bill Beckley,American,Male,1946,0
2585,2911,Floris Jespers,Belgian,Male,1889,1965
1300,1480,Sonia Delaunay-Terk,French,Female,1885,1979
10388,28990,Keith Tyson,British,Male,1969,0
6005,6704,A. Muller,Nationality unknown,,0,0
2781,3125,Charles Klabunde,American,Male,1934,0
13390,45081,Aaron Douglas,American,Male,1899,1979
12131,37621,Jan Tichy,Israeli,Male,1974,0
5910,6605,Tadeusz Trepkowski,Polish,Male,1914,1954
12499,39447,Ko Verzuu,Dutch,Male,1901,1971
12422,38978,Ludwig Hoffenreich,Austrian,,1902,1975
1359,1546,Burgoyne Diller,American,Male,1906,1965
14252,48862,László Kistamás,,Male,0,0
8237,10513,"Edelzinn E. Hueck, Lüdenscheid, Austria",,,0,0
10553,30060,Moroso S.p.A.,,,0,0
13369,44898,John Van Saun,,,0,0
546,631,Marinus Boezem,Dutch,Male,1934,0
5133,5737,Miroslav Sutej,Yugoslav,Male,1936,2005
4347,4863,Nicolas Remisoff,American,Male,1884,1975
3228,3627,John Lueders-Booth,American,Male,1935,0
677,774,Barry Bridgwood,American,Male,1957,0
3486,3902,Clement Meadmore,Australian,Male,1929,2005
13839,47458,Sarah Grilo,Argentine,Female,1919,2007
8138,10291,"Peter Danko and Associates Inc., Clinton, MD",,,0,0
12960,42158,Zoe Crosher,American,Female,1975,0
882,999,Paul Carter,American,Male,1903,1938
1366,1554,Disney Studios,American,,0,0
2625,2952,Bishin Jumonji,Japanese,Male,1947,0
14047,48068,Gloria della Vittoria,Italian,Female,0,0
1800,2039,Adam Fuss,British,Male,1961,0
328,387,Bauhaus,German,,0,0
8115,10257,"Kodak A/G, Stuttgart",,,0,0
8204,10428,"Bamberg Metallwerkstätten, Berlin",,,0,0
12544,39772,Marguerite Humeau,French,Female,1986,0
3978,4458,Amédée Ozenfant,French,Male,1886,1966
4698,5262,Ben Schonzeit,American,Male,1942,0
13089,42755,Anabel Alfonso Suárez,,,0,0
2169,2452,Betty Hahn,American,Female,1940,0
486,562,Robert J. Bingham,British,Male,1824,1870
12230,38023,Frederic Lieberman,American,Male,1930,2013
12161,37764,Anne Lacaton,French,Female,1955,0
7356,8397,Emil Ruder,Swiss,Male,1914,1970
11233,33116,Mathias Gmachl,Austrian,Male,1974,0
5098,5700,Wladyslaw Strzemiński,Polish,Male,1893,1952
14191,48659,Roger Herman,German,Male,1947,0
6854,7739,Denis Vergin,Haitian,Male,0,0
9969,28249,"Design Continuum, Inc.",American,,1983,0
3834,4292,Jim Nichols,Nationality unknown,Male,0,0
9766,27307,Enrique Metinides,Mexican,Male,1934,0
12905,41876,Bob Rafelson,American,Male,1933,0
2812,3160,Werner Knaupp,German,Male,1936,0
9347,24503,Oleksandr Dovgal',,Male,0,0
4902,5486,Kiki Smith,American,Female,1954,0
8091,10210,"Lecson Audio Limited, Cambridge, England",British,,0,0
8499,11179,"Makers of Simple Furniture, Ltd., London",,,0,0
5544,6202,M. Waddell,American,,0,0
6633,7495,Giulio Paolini,Italian,Male,1940,0
8022,10044,"Brown & Sharpe Mfg. Co., Providence, RI",American,,1833,0
15146,131770,Farah Al Qasimi,Emirati,Female,1991,0
10076,28586,Robert Chambers,American,Male,1958,0
13939,47788,Invisible Chains,,,0,0
3953,4429,Don Ornitz,American,Male,1920,0
3324,3727,Per Maning,Norwegian,Male,1943,0
2572,2895,Valerie Jaudon,American,Female,1945,0
9444,24860,"Willys-Overland Motors, Inc., Toledo, Ohio",American,,1909,0
8496,11168,"Think Outside, Inc., Carlsbad, CA",,,0,0
6861,7804,Stephan Balkenhol,German,Male,1957,0
2655,2985,Sam Kaner,American,Male,0,0
2443,2753,Toni Hughes,American,Female,1907,0
9276,24286,I. Shlepianov,,,0,0
12113,37554,Sophie Tottie,Swedish,Female,1964,0
14433,49882,Jürgen Flimm,German,,1941,0
7830,9495,"Kosta Glasbruk, Sweden",,,0,0
5992,6691,Maximilienne Guyon,Nationality unknown,Male,0,0
3241,3641,Jean Lurçat,French,Male,1892,1966
12469,39266,Auguste Cohn,,Male,0,0
3894,4362,John O'Reilly,American,Male,1930,0
945,1072,Chargesheimer (Karl-Heinz Hargesheimer),German,Male,1924,1972
10551,29983,Gorgona artists group,Croatian,,1959,1966
1287,1465,Hilaire-Germain-Edgar Degas,French,Male,1834,1917
1760,1996,Otto Freundlich,German,Male,1878,1943
7862,9589,"Tsuguo Co., Ltd., Yamanashi, Japan",,,0,0
1682,1908,John Flannagan,American,Male,1898,1942
8356,10806,"Raichle Boot Co. Ltd., Switzerland",,,0,0
13572,46467,Michael Andrews,British,Male,1928,1995
13342,44714,Sergio Leone,Italian,Male,1929,1989
10783,31007,Lisl Ponger,Austrian,Female,0,0
3272,3672,Owen F. Maclaren,British,Male,1906,1978
11936,36615,Guido van der Werve,Dutch,Male,1977,0
5049,5647,David Stephenson,American,Male,1955,0
3311,3713,Antonio Maluf,Brazilian,Male,1926,2005
