,ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
8941,22960,"Symanka Karbaum/Scharf Hagelbergerstr, Berlin",German,,0,0
14881,70006,Anupama Kundoo,Indian,Female,1967,0
129,162,Carl Anderson,American,Male,1903,1989
3004,3380,Louis Lanzano,American,Male,1947,0
6241,6969,Peter Eisenman,American,Male,1932,0
7310,8330,Maurizio Cattelan,Italian,Male,1960,0
1258,1429,Rudolph De Harak,American,Male,1924,2001
8070,10157,"BioMechanical Composites, CA",American,,0,0
6651,7516,Malcolm Sayer,British,Male,1916,1970
3340,3744,Kumberai Mapanda,Zimbabwean,Male,1940,0
14249,48859,Osvaldo Peruzzi,Italian,Male,1907,2004
5873,6563,Zero (Hans Schleger),British,Male,1898,1976
15113,75711,Ian Tyson,,,0,0
2210,2497,Charles Harbutt,American,Male,1935,2015
13332,44648,Karel Vaca,Czech,Male,1919,1989
490,566,Werner Bischof,Swiss,Male,1916,1954
921,1045,Francis Celentano,American,Male,1928,0
4056,4540,Franz Peffer,German,Male,1887,1937
14897,70042,Otto Haeckel,German,,1872,1945
12547,39822,Phil Collins,British,Male,1970,0
4316,4828,Marie Raymond,French,Female,1908,1988
8631,13807,Kornelii Zelinskii,,Male,0,0
9160,23891,Vadym Meller,,Male,0,0
5466,6115,Ben Vautier,French,Male,1935,0
324,383,André Bauchant,French,Male,1873,1958
9738,27179,Ann Ledy,American,Female,1952,0
12395,38842,Friedrich Froebel,German,Male,1782,1852
14089,48189,Matt Lucero,American,Male,1976,0
15110,75692,Delta 2 (Calvin Gonzales),American,Male,1965,0
2874,3232,Ron Kowalke,American,Male,1936,0
8624,13483,Sergei Sen'kin,,Male,0,0
7645,8988,Renzo Piano,Italian,Male,1937,0
14225,48780,Harold Budd,,,0,0
6130,6835,Lee Ufan,Korean,Male,1936,0
775,878,Ian Burn,Australian,Male,1939,1993
14788,69596,Jay Haley,,,0,0
14767,69266,Richard Malone,Irish,Male,1990,0
12688,40902,David Tremlett,British,Male,1945,0
113,142,M. Ameen,Nationality unknown,,0,0
1648,1871,Pedro Figari,Uruguayan,Male,1861,1938
6308,7040,Barbel Scianghetti,American,Female,1939,0
10305,28830,Ena Swansea,American,Female,1966,0
13693,46880,Lee Ranaldo,,Male,1956,0
10,25,E. M. Ashe,American,Male,1867,1941
10093,28603,Xiomara De Oliver,Canadian,Female,1967,0
8087,10201,"Grasoli-Werk Gebr. Grah, Solingen, Germany",German,,0,0
10674,30890,demonstate,,,0,0
7714,9188,"Wiener Werkstätte, Vienna",,,0,0
5278,5899,Tontsere,Spanish,,0,0
5740,6419,Ben Wittick,American,Male,1845,1903
10304,28829,Ricky Swallow,Australian,Male,1974,0
7870,9607,"Werkstätten Karl Hagenauer, Vienna",,,0,0
11666,35420,Bonnie Camplin,British,,1970,0
4615,5176,Michel Sauer,German,Male,1949,0
12606,40429,Les Rita Mitsouko,French,,1954,2007
6520,7341,Martin,Nationality unknown,Male,0,0
2747,3090,Günther Kieser,German,Male,1930,0
1001,1140,Cléanthe (Cléante Carr),American,Female,1911,2001
8917,22878,Cary Siress,,,0,0
7667,9031,"Plastic Productions Co., Redwood City, CA",,,0,0
3515,3933,Jan Menses,Canadian,Male,1933,0
10340,28865,Erwin Wurm,Austrian,Male,1954,0
13919,47741,Vox Pop,American,,0,0
13864,47578,Patterson Beckwith,American,Male,1972,0
772,875,Burkhard,Swiss,,0,0
3042,3423,Gustavo Lazarini Terradas,Uruguayan,Male,1918,1987
1971,2233,Felix Gonzalez-Torres,American,Male,1957,1996
7906,9712,"N.V. Schlegel S.A., Gistel, Belgium",Belgian,,0,0
675,772,Charles D. Briddell,American,Male,0,0
9685,26988,"Philips & Co., Eindhoven, the Netherlands",,,1891,0
6599,7458,Francisco Rivero Gil,Spanish,Male,1899,1972
6236,6960,John R. Morgan,American,Male,0,0
4414,4940,Augusto Rivera,Colombian,Male,1922,1982
13177,43433,Art Hazelwood,,Male,1961,0
2552,2875,Yvonne Jacquette,American,Female,1934,0
13492,46000,"Touch Press, London",,,2010,0
9392,24590,Karl Grill,Austrian,Male,1889,1966
13754,47150,Ruth Krauss,,,0,0
9815,27596,Heike Baranowsky,German,Female,1967,0
6192,6909,Gavin Turk,British,Male,1965,0
4112,4602,Peter Phillips,British,Male,1939,0
1076,1225,George Constant,American,Male,1892,1978
14269,48916,Franz Josef Popp,German,Male,1886,1954
7765,9311,"Svenska Artek, Hedemora, Sweden",,,0,0
7291,8307,Dagoberto Rodriguez,Cuban,Male,1969,0
9028,23390,Unknown Artist,Nationality unknown,,0,0
6573,7428,José Bedia,Cuban,Male,1959,0
13312,44525,Sara Hendren,American,Female,1973,0
1731,1963,Hollis Frampton,American,Male,1936,1984
11348,34113,Robert Pasut,,,0,0
7523,8588,Martine Barrat,French,Female,1943,0
2986,3361,Ronnie Landfield,American,Male,1947,0
11023,32104,Riccardo Rosso,Italian,Male,0,0
640,732,William Bradley,American,Male,1868,1962
746,846,Peer Bücking,German,,1906,1940
5548,6206,Len Waernberg,Swedish,,1926,0
4383,4905,Germaine Richier,French,Female,1904,1959
5221,5836,Edmund Teske,American,Male,1911,1996
8674,16292,Philip L. Goodwin,American,Male,1885,1958
2665,2996,Susan Kaprov,American,Female,1946,0
12759,41266,Emil Maetzel,German,Male,1877,1955
13862,47546,José Álvarez Calderón,Peruvian,Male,1894,1980
14030,48033,Rene Azcuy Cardenas,Cuban,Male,1939,0
7420,8472,Cecily Brown,British,Female,1969,0
1413,1606,Juan Downey,Chilean,Male,1940,1993
4390,4913,James Riddle,American,Male,1933,0
837,948,Louis Cane,French,Male,1943,0
12011,36998,Leading Edge Design Corp.,Japanese,,1991,0
878,993,Leonora Carrington,British,Female,1917,2011
10482,29580,Douglas Kolk,American,Male,1963,0
11333,33942,Karl-Peter Röhl,German,Male,1890,1975
14198,48691,Unknown designer,Czechoslovakian,,0,0
12388,38770,Brian Eno,British,Male,1948,0
5444,6086,J. E. van Lint,Dutch,,0,0
3268,3668,Loren MacIver,American,Female,1909,1998
3827,4285,Barnett Newman,American,Male,1905,1970
4185,4685,Clayton Pond,American,Male,1941,0
6686,7560,Gwathmey Siegel & Associates Architects,American,,1967,0
2131,2409,Michel Guino,French,Male,1926,2013
1538,1752,Max Ernst,French,Male,1891,1976
237,284,Myrna Báez,American,Female,1931,0
13437,45529,Shelley Eshkar,American,Male,1970,0
14535,67222,"Bossi, Mortara",Italian,,1827,0
7090,8073,Cai Guo-Qiang,Chinese,Male,1957,0
13485,45969,Huberto Batis,Mexican,Male,0,0
4075,4562,Abigail Perlmutter,American,Female,1950,0
2674,3007,Kasai,Nationality unknown,,0,0
8365,10833,"Holt Howard Associates, Stamford, CT",,,0,0
14307,49157,Sanne Sannes,Dutch,Male,1937,1967
10574,30187,Rudy VanderLans,Dutch,Male,1955,0
3406,3816,Alice Trumbull Mason,American,Female,1904,1971
10006,28422,Emily Jacir,American,Female,1970,0
725,825,Paul Brühwiler,Swiss,Male,1939,0
12743,41208,Frank Gardner,American,Male,1920,2015
11080,32351,Susan Raymond,American,Female,1945,0
7579,8646,Heinreich Löffelhardt,German,Male,1901,1979
7574,8641,Robert Walker/The New York Times,American,Male,1926,1979
10992,31889,George L. Tucker,American,Male,1872,1921
3767,4213,Yoshinobu Nakamura,Japanese,Male,0,0
2624,2951,Mervin Jules,American,Male,1912,1994
12710,41105,Jorinde Voigt,German,Female,1977,0
3375,3782,Albert Marquet,French,Male,1875,1947
13531,46314,"QUAD Electroacoustics, Huntingdon, England",,,0,0
8101,10237,"Martin Archery, USA",,,0,0
7388,8432,Art Fry,American,Male,1931,0
3611,4039,Tina Modotti,Italian,Female,1896,1942
9484,25817,Walter Hopps,,Male,0,0
7693,9112,"Braun AG, Frankfurt, Germany, est. 1921",,,0,0
10729,30949,Anna Jermolaewa,Russian,Female,1970,0
218,263,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),German,Male,1892,1927
13632,46664,Julia Rommel,American,Female,1980,0
2698,3031,Takeshi Kawashima,Japanese,Male,1930,0
6073,6777,Pedro Alcantara,Colombian,Male,1942,0
6176,6890,Arkadii Shaikhet,Russian,Male,1889,1959
792,899,Horacio A. Butler,Argentine,Male,1897,1983
3332,3736,Paul Mansard,French,Male,0,0
3709,4147,C. O. Muller,German,,1893,0
977,1112,William Christenberry,American,Male,1936,2016
14053,48084,Unknown Designer,Puerto Rican,,0,0
11314,33739,Jean Chetaille,,,0,0
9384,24581,Gertrud Arndt,German,Female,1903,2000
5148,5756,John Swope,American,Male,1908,1979
6101,6805,Raúl Cattelani,Uruguayan,Male,1927,0
825,934,Luis Camnitzer,Uruguayan,Male,1937,0
2837,3188,Jinkichi Koga,Japanese,Male,0,0
13232,43696,Corneille Hannoset,Belgian,Male,1926,1997
1304,1485,Paul Delvaux,Belgian,Male,1897,1994
1807,2047,Wanda Gág,American,Female,1893,1946
10856,31253,Kathleen Lindsley,,,0,0
8375,10878,"Rome Manufacturing Co., Div. of Revere Copper and Brass, Inc., Rome, NY",,,0,0
663,758,Robert Breer,American,Male,1926,2011
3529,3948,Ray K. Metzker,American,Male,1931,2014
2470,2785,Garth Huxtable,American,Male,1911,1989
1866,2114,Jan Gelb,American,Female,1906,1978
13255,44065,Michael C. Gross,American,Male,1945,0
14232,48793,"David Whitehead Ltd., U.K.",British,,1815,0
6193,6910,Rachel Whiteread,British,Female,1963,0
3777,4228,Paul Nash,British,Male,1889,1946
9830,27713,Trenton Doyle Hancock,American,Male,1974,0
13179,43435,Colin Smith,,,1982,0
9409,24627,Jürgen Mayer H.,German,Male,1965,0
10600,30506,Barbara Probst,German,Female,1964,0
10850,31078,Beatrix Zobl,Austrian,Female,1970,0
783,886,Larry Burrows,British,Male,1926,1971
5994,6693,Fernand Piet,Nationality unknown,Male,0,0
8750,20813,Adrian Nutbeam,,Male,0,0
14027,48014,Eduardo Munoz Bachs,Cuban,Male,1937,2001
10008,28429,Raqib Shaw,Indian,Male,1974,0
3757,4199,Juichi Nagano,Japanese,Male,0,0
11239,33145,Christian Marc Schmidt,German,Male,1977,0
2626,2953,Dora Jung,Finnish,Female,1906,1980
2799,3143,Walther Klemm,German,Male,1883,1957
1136,1292,Barbara Crane,American,Female,1928,2019
7950,9835,"Sylvania Electric Products, Inc., New York, NY",American,,0,0
3395,3803,Raúl Martínez,Cuban,Male,1927,1995
1343,1529,Antonio Dias,Brazilian,Male,1944,2018
13529,46296,Monte Cazazza,American,Male,0,0
1474,1677,Thomas Eckersley,British,Male,1914,1997
8806,22581,"USM U. Schaerer Sons Inc., USA",,,0,0
14543,67272,Toyin Ojih Odutola,American,Female,1985,0
6320,7053,Dawoud Bey,American,Male,1953,0
2791,3135,Irwin B. Klein,American,Male,1933,1974
11143,32726,"Montis b.v., the Netherlands",,,1975,0
5735,6414,Benno Wissing,Dutch,Male,1923,2008
8608,13056,Antonina Sofronova,Russian,Female,1892,1966
5173,5783,Rikio Takahashi,Japanese,Male,1917,1999
1043,1188,John Collins,American,Male,1888,1991
6034,6738,Esphyr Slobodkina,American,Female,1908,2002
3000,3375,Wilfred O. Langille,American,Male,1895,1996
8873,22785,Minsuk Cho,,,0,0
4086,4574,Roland Petersen,American,Male,1926,0
9314,24431,Horacio Coppola,Argentine,Male,1906,2012
13901,47679,Owada,,,0,0
6311,7044,Junichi Arai,Japanese,Male,1932,2017
3820,4277,Richard Neutra,American,Male,1892,1970
10905,31344,Michael Hvorecky,Slovak,Male,1976,0
2301,2594,Jan Henle,American,Male,1948,0
4785,5351,Elena Serrano,Cuban,Female,0,0
2093,2365,Michael Gross,Israeli,Male,1920,2004
9852,27776,Jackie Piper,American,,1968,0
14690,68159,Barkley L. Hendricks,American,Male,1945,2017
1089,1241,Al Corchia,American,Male,1935,0
528,607,Gay Block,American,Female,1942,0
2766,3110,Darius Kinsey,American,Male,1869,1945
2001,2264,Werner Gothein,German,Male,1890,1968
9722,27081,Daniel F. Cudzik,American,Male,1934,0
11501,34839,Dmitry Troitsky,Russian,Male,1971,0
894,1014,Karl Caspar,German,Male,1879,1956
4141,4633,John Piper,British,Male,1903,1992
4762,5327,Alfred Seiland,Austrian,Male,0,0
4265,4770,Charles Quest,American,Male,1904,1993
13497,46060,Paul Thomas Anderson,American,Male,1970,0
2841,3193,Misch Kohn,American,Male,1916,2003
11979,36942,Henning Christiansen,Danish,Male,1932,2008
11706,35498,Victor Sanchez,,Male,0,0
10952,31442,Yang Fudong,Chinese,Male,1971,0
4824,5398,Tamami Shima,Japanese,Female,1937,1999
5222,5837,Peter Teubner,American,Male,0,0
602,693,Fernando Botero,Colombian,Male,1932,0
3187,3580,George Lockwood,American,Male,1929,1969
5066,5666,Nanny Still,Finnish,Female,1926,2009
8257,10563,"Lightolier Inc., Jersey City, NJ",,,0,0
5932,6629,Hermann Pitz,German,Male,1956,0
469,542,Thomas Bewick,British,Male,1753,1828
14933,74153,Elizaveta Lavinskaia,Russian,,1901,1950
1732,1964,Mercedes Franchini,Italian,Male,1895,0
10387,28988,Marbek,British,,0,0
4560,5112,Donald Saff,American,Male,1937,0
9818,27641,GE Aircraft Engines,American,,1942,0
14455,49972,Elisabeth Hase,German,Female,1905,1991
12062,37262,Eduardo Costa,Argentine,Male,1940,0
8188,10386,"Hobie Surfboards, Dana Point, CA",,,0,0
665,760,K. P. Brehmer,German,Male,1938,1997
5612,6275,Max Weber,American,Male,1881,1961
1578,1798,Louis Fancher,American,Male,1884,1944
9687,26996,Warren Franscioni,American,Male,1917,1974
11691,35474,Jacques Louis Nyst,Belgian,Male,1942,1995
9194,24014,V. Gruental,,,0,0
1523,1734,William England,British,Male,1816,1896
1034,1179,Van Deren Coke,American,Male,1921,0
10567,30116,Heinrich Riebesehl,German,Male,1938,2010
14774,69404,Snugli Cottage Industries,American,,1964,0
379,444,Larry Bell,American,Male,1939,0
13241,43752,Hito Steyerl,German,Female,1966,0
9721,27060,"Ziploc, USA",,,0,0
7080,8062,Hans Coray,Swiss,Male,1906,1991
5907,6602,Lorna Simpson,American,Female,1960,0
7275,8288,Richard Billingham,British,Male,1970,0
13313,44526,Brian Glenney,American,Male,1974,0
14157,48534,Jeff Goodman,,,0,0
2810,3157,Stefan Knapp,British,Male,1921,1996
4339,4853,William Reimann,American,Male,1935,0
11146,32734,Tristan Eaton,American,Male,1978,0
10301,28826,Katja Strunz,German,Female,1970,0
13111,42851,Cristóbal Lehyt,Chilean,Male,1973,0
7145,8139,Rineke Dijkstra,Dutch,Female,1959,0
2072,2343,William Grigsby,American,Male,1915,0
3704,4142,John Muench,American,Male,1914,1993
7066,8043,Ugo Rondinone,Swiss,Male,1964,0
12224,38014,Sylvia Sleigh,British,Female,1916,2010
8462,11092,"Moss Rose Manufacturing Co., Philadelphia, PA",,,0,0
10173,28685,David Korty,American,Male,1971,0
10300,28825,Xenon Straub,American,Female,1972,0
3147,3537,Alexander Liberman,American,Male,1912,1999
6350,7087,Eric Drooker,American,Male,1958,0
8902,22840,Chris Dondorp,Dutch,Male,1970,0
10690,30906,Marina Faust,,Female,0,0
11237,33131,Matthew Pillsbury,American,Male,1973,0
201,245,Irving Austin,American,Male,0,0
7369,8410,A. Wagner,German,,0,0
12868,41707,Bruce Baillie,American,Male,1931,0
432,505,Wallace Berman,American,Male,1926,1976
5491,6141,Michael Vessa,American,Male,1948,0
12781,41307,Julia Gorton,American,Female,0,0
11715,35507,Francesc Torres,Spanish,Male,1948,0
8323,10728,"Argentor, Vienna",,,0,0
7604,8686,S. J. Stein,,,0,0
2228,2516,Anthony Harrison,British,Male,0,0
8403,10948,"Gottlieb Hammes Fahr, Solingen-Foche, Germany",,,0,0
7656,9015,"Poltronova, Italy",,,0,0
5556,6214,Diane Wakaski,Nationality unknown,Female,0,0
3915,4385,Shinro Ohtake,Japanese,Male,1955,0
8723,19529,Felix Harlan,,Male,0,0
11043,32204,Sam Shepard,American,Male,1943,0
10486,29584,Hanneline Visnes,Norwegian,Female,1972,0
11470,34807,Pierre Binggeli,,,0,0
14116,48296,Hermann Bek-Gran,German,Male,1869,1909
4957,5549,Raphael Soyer,American,Male,1899,1987
4786,5353,Paul Sérusier,French,Male,1864,1927
3474,3889,Bruce McLean,British,Male,1944,0
12415,38943,Marek Piasecki,Polish,Male,1935,2011
8755,21325,Michael Baldwin,British,Male,1945,0
11,26,Göran Åslin,Swedish,Male,1940,0
13850,47508,Tony Lewis,American,Male,1986,0
7064,8041,Tracey Moffatt,Australian,Female,1960,0
11025,32115,John Muafangejo,Namibian,Male,1943,1987
8000,9998,"Hospitalsartikler A/S, Solberg, Denmark",,,0,0
13128,42980,Moggridge Associates,,,0,0
4256,4761,Wallace Putnam,American,Male,1899,1989
9391,24589,Hans Finsler,Swiss,Male,1891,1972
15004,74784,Ivan Shalmin,Russian,Male,1959,0
4541,5088,Henry Rushburg,British,Male,0,0
1798,2037,Hideji Furukawa,Japanese,Male,0,0
13240,43751,Urbanski,,,0,0
14351,49356,Louise Lemoine,French,Female,1981,0
3176,3569,El Lissitzky,Russian,Male,1890,1941
5179,5791,William Henry Fox Talbot,British,Male,1800,1877
6290,7019,Rudolph Von Ripper,American,Male,1905,1960
29,46,Sigmund Abeles,American,Male,1934,0
6141,6847,Wenda Von Weise,American,Female,1941,0
4312,4823,Robert Rauschenberg,American,Male,1925,2008
14697,68205,Mihajlo Mitrović,,,1922,0
10951,31433,Rob Voerman,Dutch,Male,1966,0
13406,45273,Walter Weberhofer Quintana,Peruvian,Male,1923,2003
6018,6718,F. Luigini,Nationality unknown,,0,0
3592,4016,Joan Miró,Spanish,Male,1893,1983
8386,10915,Lakota Corporation,,,0,0
8321,10726,"OXO International, New York, NY",,,0,0
10298,28822,Peter Stauss,German,Male,1966,0
2823,3172,Jack Knox,British,Male,1936,0
4840,5418,Siegriest,American,,0,0
178,219,Siah Armajani,American,Male,1939,2020
3120,3507,Hans Levi,American,Male,1935,0
6083,6787,Mercedes Pardo,Venezuelan,Female,1922,2005
7695,9114,"Kimura Glass Co. Ltd., Tokyo",,,0,0
5078,5679,David Storey,American,Male,1948,0
7104,8088,Bing Wright,American,Male,1958,0
9158,23887,"Quaintance Fabrics, New York, NY",,,0,0
6428,7170,Tony Esposito,Canadian,Male,1943,0
10768,30989,Lloyd de Mause,American,Male,1931,0
2666,2997,Allan Kaprow,American,Male,1927,2006
7977,9933,"Deutsche Werkstätten für Handwerkskunst, Germany",,,0,0
6507,7295,Unknown Designer,Czech,,0,0
12215,37992,Klaus Groh,Polish,,1936,0
4552,5102,Betye Saar,American,Female,1926,0
3870,4335,John Warner Norton,American,Male,1876,1934
10358,28890,"Siemens Transportation Systems, Inc.",American,,0,0
5711,6389,Michael Wilson,American,Male,1947,0
13484,45968,Beatrice Trueblood,British,Female,1938,0
13740,47094,Lucas Blalock,American,Male,1978,0
14003,47925,György Soós,Hungarian,Male,0,0
3039,3420,Ernest Lawton (?),British,Male,0,0
7296,8313,Pierre Naville,French,Male,1900,1993
3551,3971,Fumiko Miki,Japanese,Female,0,0
13511,46153,Carlos Libedinsky,,Male,0,0
1669,1895,Dean L. Fisher,American,Male,1923,0
12883,41817,István Orosz,Hungarian,Male,1951,0
2507,2828,Robert Irwin,American,Male,1928,0
3259,3659,Joaquín  Macías,Nicaraguan,Male,0,0
2540,2862,Oliver Jackson,American,Male,1935,0
8582,12611,Theodore Roethke,American,Male,1908,1963
11602,34946,Hannes Rosacher,Austrian,Male,1952,0
13849,47491,Ute Klophaus,German,,1940,2010
4161,4655,David Plowden,American,Male,1932,0
10778,31002,Melik Ohanian,French,Male,1969,0
14443,49919,David Meltzer,,Male,0,0
3269,3669,Heinz Mack,German,Male,1931,0
12282,38204,Gabisile Nkosi,South African,Female,1974,2008
2778,3122,Fumio Kitaoka,Japanese,Male,1918,2007
5525,6180,Ruth Vollmer,American,Female,1903,1982
9657,26867,Paul Chan,Chinese,Male,1973,0
4783,5349,Richard Serra,American,Male,1938,0
3844,4305,Vaslav Nijinsky,Russian,Male,1890,1950
1575,1795,James (Arthur) Fallon,American,Male,1946,0
12513,39561,Tarn Adams,American,Male,1978,0
13403,45238,Lawrence Abu Hamdan,,Male,1985,0
10541,29875,Anon,,Male,0,0
1508,1716,Elise (Elise Seeds Armitage),American,Female,1902,1963
15172,131953,Bywater Bros. Editions,,,0,0
1068,1217,Linda Connor,American,Female,1944,0
4758,5323,Friedrich Seidenstücker,German,Male,1882,1966
8745,20731,"Hope (Sufferance) Press, London",,,0,0
13322,44604,Yoshiki Okamoto,Japanese,Male,1961,0
7508,8573,Meyer Liebowitz/The New York Times,American,Male,1906,1976
12867,41686,Hans Kappler,German,Male,0,0
1156,1316,Robin Crozier,British,Male,1936,2001
15107,75674,Alexander Balagin,Russian,Male,0,0
1533,1746,Erling Ericsson,Swedish,Male,0,0
13359,44807,MSGSSV (Manteola Sánchez Gómez Santos Solsona Viñoly),Argentine,,0,0
14069,48107,Martel,,,0,0
6001,6700,Paul Renouard,Nationality unknown,Male,0,0
13085,42751,Daniela Rossell,Mexican,Female,1973,0
5474,6124,Bram van Velde,Dutch,Male,1895,1981
1620,1842,Weegee (Arthur Fellig),American,Male,1899,1968
1606,1828,Philip Fein,American,Male,1912,1994
14866,69895,Dom Sylvester Houédard,British,Male,1924,1992
8238,10515,"Hammy Oy, Helsinki",,,0,0
5526,6183,Monika Von Boch,German,Female,1915,1993
2893,3253,Les Krims,American,Male,1943,0
7161,8156,Beat Streuli,Swiss,Male,1957,0
4020,4503,Raymond Parker,American,Male,1922,1990
9664,26933,Clear Blue Hawaii,,,2001,0
6317,7050,Nikos Hadjikyriakos-Ghika,Greek,Male,1906,1994
553,638,Blythe Bohnen,American,Female,1940,0
2919,3283,Gary Kuehn,American,Male,1939,0
8859,22738,Nancy Haynes,American,Female,1947,0
8446,11053,"Ernest C. Higgins Co. (Allan Follet), Norwood, MA",,,0,0
11659,35353,José Resende,Brazilian,male,1945,0
13512,46154,Antonio Diaz,Argentine,Male,0,0
5335,5961,Nicolas Tucker,British,Male,1948,0
8591,12660,Il'ia Zdanevich,French,Male,1894,1974
2310,2603,Arsène Herbinier,French,,0,0
13858,47528,DJ Sid,,,0,0
14123,48321,Ian McKeever,British,Male,0,0
735,835,Wim Brusse,Dutch,Male,1910,1978
8316,10706,"Compagnia Italiana Lumi, Rome",,,0,0
8476,11124,"John Mascheroni Furniture Co., New York, NY",,,0,0
8891,22825,Art Zaaijer,Dutch,Male,1958,0
173,214,Egmont Arens,American,Male,1888,1966
7842,9552,"Nessen Studio, Inc. (now Nessen Lamps, Inc.), New York",,,0,0
2688,3021,Craig Kauffman,American,Male,1932,2010
9621,26650,Charles Currey,British,Male,1890,1973
14712,68270,Eugenio Espinoza,Venezuelan,Male,1950,0
2955,3326,Chet La More,American,Male,1908,1980
